,Time,BETR.,time,Day Ahead Price hourly [in EUR/MWh],Intraday Price Price Quarter Hourly  [in EUR/MWh],Intraday Price Hourly  [in EUR/MWh],Imbalance Price Quarter Hourly  [in EUR/MWh],new_col
62,2021-01-01 15:45:00+01:00,641.576,2021-01-01 15:30:00,46.59,54.87,50.79,74.88,1.0
63,2021-01-01 16:00:00+01:00,440.584,2021-01-01 15:45:00,46.59,59.17,50.79,75.22,1.0
64,2021-01-01 16:15:00+01:00,256.03,2021-01-01 16:00:00,52.99,52.95,55.85,98.21,1.0
65,2021-01-01 16:30:00+01:00,133.424,2021-01-01 16:15:00,52.99,62.23,55.85,74.36,1.0
66,2021-01-01 16:45:00+01:00,65.885,2021-01-01 16:30:00,52.99,63.9,55.85,129.55,1.0
67,2021-01-01 17:00:00+01:00,-236.826,2021-01-01 16:45:00,52.99,67.16,55.85,32.09,1.0
68,2021-01-01 17:15:00+01:00,-262.199,2021-01-01 17:00:00,60.26,59.41,63.0,19.18,1.0
69,2021-01-01 17:30:00+01:00,-163.253,2021-01-01 17:15:00,60.26,61.4,63.0,31.80,1.0
70,2021-01-01 17:45:00+01:00,-211.105,2021-01-01 17:30:00,60.26,62.35,63.0,29.34,1.0
71,2021-01-01 18:00:00+01:00,-182.651,2021-01-01 17:45:00,60.26,61.51,63.0,27.46,1.0
72,2021-01-01 18:15:00+01:00,358.144,2021-01-01 18:00:00,60.61,62.43,62.15,76.07,1.0
73,2021-01-01 18:30:00+01:00,203.252,2021-01-01 18:15:00,60.61,61.33,62.15,69.57,1.0
74,2021-01-01 18:45:00+01:00,-36.181,2021-01-01 18:30:00,60.61,63.31,62.15,-30.30,1.0
75,2021-01-01 19:00:00+01:00,-205.899,2021-01-01 18:45:00,60.61,60.73,62.15,45.19,1.0
76,2021-01-01 19:15:00+01:00,-161.356,2021-01-01 19:00:00,60.36,71.16,62.97,11.64,1.0
77,2021-01-01 19:30:00+01:00,-335.089,2021-01-01 19:15:00,60.36,64.95,62.97,14.86,1.0
78,2021-01-01 19:45:00+01:00,-313.768,2021-01-01 19:30:00,60.36,59.63,62.97,14.47,1.0
79,2021-01-01 20:00:00+01:00,-494.465,2021-01-01 19:45:00,60.36,55.53,62.97,14.75,1.0
80,2021-01-01 20:15:00+01:00,-220.77,2021-01-01 20:00:00,57.4,65.57,59.78,1.72,1.0
81,2021-01-01 20:30:00+01:00,-102.432,2021-01-01 20:15:00,57.4,60.58,59.78,-2.05,1.0
82,2021-01-01 20:45:00+01:00,5.759,2021-01-01 20:30:00,57.4,52.96,59.78,78.71,1.0
83,2021-01-01 21:00:00+01:00,114.573,2021-01-01 20:45:00,57.4,49.66,59.78,52.01,1.0
84,2021-01-01 21:15:00+01:00,338.386,2021-01-01 21:00:00,53.86,61.23,54.1,93.80,1.0
85,2021-01-01 21:30:00+01:00,469.865,2021-01-01 21:15:00,53.86,56.88,54.1,71.75,1.0
86,2021-01-01 21:45:00+01:00,201.755,2021-01-01 21:30:00,53.86,51.19,54.1,62.81,1.0
87,2021-01-01 22:00:00+01:00,-75.131,2021-01-01 21:45:00,53.86,45.91,54.1,1.55,1.0
88,2021-01-01 22:15:00+01:00,-806.432,2021-01-01 22:00:00,53.45,85.54,58.46,10.05,1.0
89,2021-01-01 22:30:00+01:00,-897.519,2021-01-01 22:15:00,53.45,68.09,58.46,-4.40,1.0
90,2021-01-01 22:45:00+01:00,-491.538,2021-01-01 22:30:00,53.45,51.24,58.46,4.85,1.0
91,2021-01-01 23:00:00+01:00,-360.109,2021-01-01 22:45:00,53.45,38.46,58.46,7.38,1.0
92,2021-01-01 23:15:00+01:00,-666.433,2021-01-01 23:00:00,49.72,57.41,49.38,14.49,1.0
93,2021-01-01 23:30:00+01:00,-499.048,2021-01-01 23:15:00,49.72,52.74,49.38,10.63,1.0
94,2021-01-01 23:45:00+01:00,-5.358,2021-01-01 23:30:00,49.72,39.1,49.38,14.49,1.0
95,2021-01-01 00:00:00+01:00,43.939,2021-01-01 23:45:00,49.72,27.32,49.38,23.63,1.0
158,2021-01-02 15:45:00+01:00,-16.81,2021-01-02 15:30:00,53.45,55.74,55.87,-9.72,1.0
159,2021-01-02 16:00:00+01:00,-110.38,2021-01-02 15:45:00,53.45,56.75,55.87,43.24,1.0
160,2021-01-02 16:15:00+01:00,-60.236,2021-01-02 16:00:00,59.99,41.96,57.54,22.00,1.0
161,2021-01-02 16:30:00+01:00,-90.13,2021-01-02 16:15:00,59.99,54.95,57.54,18.29,1.0
162,2021-01-02 16:45:00+01:00,84.195,2021-01-02 16:30:00,59.99,57.43,57.54,64.24,1.0
163,2021-01-02 17:00:00+01:00,-58.7,2021-01-02 16:45:00,59.99,63.54,57.54,-18.39,1.0
164,2021-01-02 17:15:00+01:00,238.45,2021-01-02 17:00:00,62.0,51.32,62.22,72.27,1.0
165,2021-01-02 17:30:00+01:00,100.967,2021-01-02 17:15:00,62.0,60.53,62.22,71.38,1.0
166,2021-01-02 17:45:00+01:00,29.746,2021-01-02 17:30:00,62.0,64.26,62.22,68.11,1.0
167,2021-01-02 18:00:00+01:00,-233.265,2021-01-02 17:45:00,62.0,64.52,62.22,32.63,1.0
168,2021-01-02 18:15:00+01:00,-167.694,2021-01-02 18:00:00,63.08,68.51,61.8,18.29,1.0
169,2021-01-02 18:30:00+01:00,-221.03,2021-01-02 18:15:00,63.08,60.36,61.8,16.99,1.0
170,2021-01-02 18:45:00+01:00,-275.498,2021-01-02 18:30:00,63.08,58.11,61.8,16.19,1.0
171,2021-01-02 19:00:00+01:00,-453.279,2021-01-02 18:45:00,63.08,50.06,61.8,18.29,1.0
172,2021-01-02 19:15:00+01:00,-166.646,2021-01-02 19:00:00,62.17,66.21,60.86,32.74,1.0
173,2021-01-02 19:30:00+01:00,20.32,2021-01-02 19:15:00,62.17,54.77,60.86,89.05,1.0
174,2021-01-02 19:45:00+01:00,-163.51,2021-01-02 19:30:00,62.17,56.31,60.86,17.05,1.0
175,2021-01-02 20:00:00+01:00,-335.135,2021-01-02 19:45:00,62.17,44.79,60.86,15.49,1.0
176,2021-01-02 20:15:00+01:00,-375.275,2021-01-02 20:00:00,60.03,63.2,56.74,30.23,1.0
177,2021-01-02 20:30:00+01:00,-110.443,2021-01-02 20:15:00,60.03,58.51,56.74,13.54,1.0
178,2021-01-02 20:45:00+01:00,-125.442,2021-01-02 20:30:00,60.03,53.74,56.74,10.14,1.0
179,2021-01-02 21:00:00+01:00,-428.764,2021-01-02 20:45:00,60.03,40.19,56.74,6.21,1.0
180,2021-01-02 21:15:00+01:00,-118.107,2021-01-02 21:00:00,55.03,57.64,51.79,6.76,1.0
181,2021-01-02 21:30:00+01:00,-523.337,2021-01-02 21:15:00,55.03,54.92,51.79,30.29,1.0
182,2021-01-02 21:45:00+01:00,-376.51,2021-01-02 21:30:00,55.03,46.66,51.79,16.81,1.0
183,2021-01-02 22:00:00+01:00,-336.134,2021-01-02 21:45:00,55.03,38.14,51.79,11.58,1.0
184,2021-01-02 22:15:00+01:00,-418.028,2021-01-02 22:00:00,52.25,57.84,47.88,28.43,1.0
185,2021-01-02 22:30:00+01:00,-474.908,2021-01-02 22:15:00,52.25,44.24,47.88,27.05,1.0
186,2021-01-02 22:45:00+01:00,-652.133,2021-01-02 22:30:00,52.25,44.48,47.88,-1.02,1.0
187,2021-01-02 23:00:00+01:00,-641.846,2021-01-02 22:45:00,52.25,33.69,47.88,-0.71,1.0
188,2021-01-02 23:15:00+01:00,-662.682,2021-01-02 23:00:00,48.45,41.86,41.17,16.80,1.0
189,2021-01-02 23:30:00+01:00,-738.052,2021-01-02 23:15:00,48.45,37.79,41.17,14.27,1.0
190,2021-01-02 23:45:00+01:00,-517.37,2021-01-02 23:30:00,48.45,32.65,41.17,-2.07,1.0
191,2021-01-02 00:00:00+01:00,-827.297,2021-01-02 23:45:00,48.45,29.59,41.17,-94.13,1.0
254,2021-01-03 15:45:00+01:00,777.714,2021-01-03 15:30:00,39.57,41.0,40.93,64.12,1.0
255,2021-01-03 16:00:00+01:00,553.138,2021-01-03 15:45:00,39.57,42.54,40.93,68.31,1.0
256,2021-01-03 16:15:00+01:00,559.217,2021-01-03 16:00:00,36.11,40.01,45.44,64.12,1.0
257,2021-01-03 16:30:00+01:00,843.631,2021-01-03 16:15:00,36.11,41.77,45.44,68.90,1.0
258,2021-01-03 16:45:00+01:00,871.166,2021-01-03 16:30:00,36.11,53.96,45.44,128.77,1.0
259,2021-01-03 17:00:00+01:00,777.745,2021-01-03 16:45:00,36.11,57.69,45.44,177.77,1.0
260,2021-01-03 17:15:00+01:00,833.559,2021-01-03 17:00:00,45.04,45.21,52.83,92.15,1.0
261,2021-01-03 17:30:00+01:00,878.426,2021-01-03 17:15:00,45.04,57.17,52.83,133.29,1.0
262,2021-01-03 17:45:00+01:00,557.879,2021-01-03 17:30:00,45.04,60.24,52.83,126.94,1.0
263,2021-01-03 18:00:00+01:00,335.122,2021-01-03 17:45:00,45.04,64.34,52.83,112.46,1.0
264,2021-01-03 18:15:00+01:00,592.332,2021-01-03 18:00:00,52.56,77.33,61.38,116.86,1.0
265,2021-01-03 18:30:00+01:00,638.304,2021-01-03 18:15:00,52.56,70.15,61.38,105.19,1.0
266,2021-01-03 18:45:00+01:00,591.86,2021-01-03 18:30:00,52.56,72.02,61.38,113.84,1.0
267,2021-01-03 19:00:00+01:00,586.313,2021-01-03 18:45:00,52.56,73.81,61.38,121.44,1.0
268,2021-01-03 19:15:00+01:00,429.788,2021-01-03 19:00:00,45.84,78.12,60.97,135.99,1.0
269,2021-01-03 19:30:00+01:00,-115.836,2021-01-03 19:15:00,45.84,74.82,60.97,20.88,1.0
270,2021-01-03 19:45:00+01:00,-249.167,2021-01-03 19:30:00,45.84,76.21,60.97,34.32,1.0
271,2021-01-03 20:00:00+01:00,-419.064,2021-01-03 19:45:00,45.84,66.79,60.97,18.63,1.0
272,2021-01-03 20:15:00+01:00,299.01,2021-01-03 20:00:00,35.83,74.51,62.99,117.76,1.0
273,2021-01-03 20:30:00+01:00,129.062,2021-01-03 20:15:00,35.83,65.83,62.99,77.03,1.0
274,2021-01-03 20:45:00+01:00,135.225,2021-01-03 20:30:00,35.83,59.51,62.99,81.14,1.0
275,2021-01-03 21:00:00+01:00,202.497,2021-01-03 20:45:00,35.83,58.17,62.99,79.79,1.0
276,2021-01-03 21:15:00+01:00,410.227,2021-01-03 21:00:00,33.31,50.08,52.35,129.73,1.0
277,2021-01-03 21:30:00+01:00,420.044,2021-01-03 21:15:00,33.31,56.8,52.35,119.87,1.0
278,2021-01-03 21:45:00+01:00,194.695,2021-01-03 21:30:00,33.31,57.33,52.35,98.57,1.0
279,2021-01-03 22:00:00+01:00,152.34,2021-01-03 21:45:00,33.31,60.54,52.35,94.50,1.0
280,2021-01-03 22:15:00+01:00,183.215,2021-01-03 22:00:00,34.98,72.86,52.7,168.05,1.0
281,2021-01-03 22:30:00+01:00,25.025,2021-01-03 22:15:00,34.98,73.95,52.7,163.13,1.0
282,2021-01-03 22:45:00+01:00,-174.172,2021-01-03 22:30:00,34.98,58.74,52.7,19.36,1.0
283,2021-01-03 23:00:00+01:00,-404.303,2021-01-03 22:45:00,34.98,53.43,52.7,18.84,1.0
284,2021-01-03 23:15:00+01:00,-418.657,2021-01-03 23:00:00,27.39,37.81,49.77,43.75,1.0
285,2021-01-03 23:30:00+01:00,-148.938,2021-01-03 23:15:00,27.39,64.23,49.77,24.37,1.0
286,2021-01-03 23:45:00+01:00,337.099,2021-01-03 23:30:00,27.39,46.3,49.77,67.94,1.0
287,2021-01-03 00:00:00+01:00,203.802,2021-01-03 23:45:00,27.39,29.76,49.77,40.48,1.0
350,2021-01-04 15:45:00+01:00,311.255,2021-01-04 15:30:00,59.46,61.02,71.19,66.04,1.0
351,2021-01-04 16:00:00+01:00,172.349,2021-01-04 15:45:00,59.46,60.93,71.19,88.99,1.0
352,2021-01-04 16:15:00+01:00,1248.608,2021-01-04 16:00:00,61.99,67.01,70.5,95.51,1.0
353,2021-01-04 16:30:00+01:00,1150.842,2021-01-04 16:15:00,61.99,70.47,70.5,110.11,1.0
354,2021-01-04 16:45:00+01:00,799.59,2021-01-04 16:30:00,61.99,76.39,70.5,186.85,1.0
355,2021-01-04 17:00:00+01:00,767.659,2021-01-04 16:45:00,61.99,80.73,70.5,133.03,1.0
356,2021-01-04 17:15:00+01:00,469.127,2021-01-04 17:00:00,66.82,63.54,73.1,103.66,1.0
357,2021-01-04 17:30:00+01:00,264.507,2021-01-04 17:15:00,66.82,75.03,73.1,103.37,1.0
358,2021-01-04 17:45:00+01:00,16.143,2021-01-04 17:30:00,66.82,76.81,73.1,124.71,1.0
359,2021-01-04 18:00:00+01:00,-381.35,2021-01-04 17:45:00,66.82,78.42,73.1,36.23,1.0
360,2021-01-04 18:15:00+01:00,52.095,2021-01-04 18:00:00,61.97,86.82,75.59,108.04,1.0
361,2021-01-04 18:30:00+01:00,108.844,2021-01-04 18:15:00,61.97,77.29,75.59,111.45,1.0
362,2021-01-04 18:45:00+01:00,72.555,2021-01-04 18:30:00,61.97,77.59,75.59,90.94,1.0
363,2021-01-04 19:00:00+01:00,-174.505,2021-01-04 18:45:00,61.97,69.24,75.59,33.48,1.0
364,2021-01-04 19:15:00+01:00,6.551,2021-01-04 19:00:00,55.06,71.79,70.82,149.62,1.0
365,2021-01-04 19:30:00+01:00,132.59,2021-01-04 19:15:00,55.06,73.19,70.82,99.60,1.0
366,2021-01-04 19:45:00+01:00,331.189,2021-01-04 19:30:00,55.06,65.6,70.82,84.46,1.0
367,2021-01-04 20:00:00+01:00,303.428,2021-01-04 19:45:00,55.06,59.69,70.82,74.34,1.0
368,2021-01-04 20:15:00+01:00,356.508,2021-01-04 20:00:00,47.34,80.43,62.78,106.87,1.0
369,2021-01-04 20:30:00+01:00,359.136,2021-01-04 20:15:00,47.34,76.54,62.78,99.77,1.0
370,2021-01-04 20:45:00+01:00,294.926,2021-01-04 20:30:00,47.34,56.52,62.78,80.47,1.0
371,2021-01-04 21:00:00+01:00,325.146,2021-01-04 20:45:00,47.34,47.51,62.78,62.76,1.0
372,2021-01-04 21:15:00+01:00,-5.094,2021-01-04 21:00:00,45.64,68.81,54.84,-49.90,1.0
373,2021-01-04 21:30:00+01:00,166.693,2021-01-04 21:15:00,45.64,58.99,54.84,90.96,1.0
374,2021-01-04 21:45:00+01:00,57.738,2021-01-04 21:30:00,45.64,49.65,54.84,114.71,1.0
375,2021-01-04 22:00:00+01:00,-43.21,2021-01-04 21:45:00,45.64,44.81,54.84,10.40,1.0
376,2021-01-04 22:15:00+01:00,773.757,2021-01-04 22:00:00,48.93,68.14,56.7,742.75,1.0
377,2021-01-04 22:30:00+01:00,916.5,2021-01-04 22:15:00,48.93,68.21,56.7,603.38,1.0
378,2021-01-04 22:45:00+01:00,555.138,2021-01-04 22:30:00,48.93,58.59,56.7,118.08,1.0
379,2021-01-04 23:00:00+01:00,300.863,2021-01-04 22:45:00,48.93,51.46,56.7,99.21,1.0
380,2021-01-04 23:15:00+01:00,-86.118,2021-01-04 23:00:00,44.64,59.9,53.26,37.22,1.0
381,2021-01-04 23:30:00+01:00,-120.979,2021-01-04 23:15:00,44.64,60.6,53.26,41.48,1.0
382,2021-01-04 23:45:00+01:00,32.833,2021-01-04 23:30:00,44.64,47.09,53.26,114.71,1.0
383,2021-01-04 00:00:00+01:00,470.176,2021-01-04 23:45:00,44.64,42.12,53.26,63.50,1.0
446,2021-01-05 15:45:00+01:00,500.947,2021-01-05 15:30:00,64.05,73.69,71.59,98.13,1.0
447,2021-01-05 16:00:00+01:00,-21.559,2021-01-05 15:45:00,64.05,72.32,71.59,-1.36,1.0
448,2021-01-05 16:15:00+01:00,386.584,2021-01-05 16:00:00,64.26,65.36,70.85,85.30,1.0
449,2021-01-05 16:30:00+01:00,511.2,2021-01-05 16:15:00,64.26,70.06,70.85,92.14,1.0
450,2021-01-05 16:45:00+01:00,431.477,2021-01-05 16:30:00,64.26,71.38,70.85,90.03,1.0
451,2021-01-05 17:00:00+01:00,291.387,2021-01-05 16:45:00,64.26,77.45,70.85,90.21,1.0
452,2021-01-05 17:15:00+01:00,-250.78,2021-01-05 17:00:00,67.14,65.72,74.74,22.26,1.0
453,2021-01-05 17:30:00+01:00,-121.548,2021-01-05 17:15:00,67.14,80.75,74.74,14.11,1.0
454,2021-01-05 17:45:00+01:00,353.667,2021-01-05 17:30:00,67.14,74.98,74.74,90.01,1.0
455,2021-01-05 18:00:00+01:00,36.209,2021-01-05 17:45:00,67.14,73.91,74.74,178.29,1.0
456,2021-01-05 18:15:00+01:00,276.28,2021-01-05 18:00:00,61.61,71.65,73.58,85.94,1.0
457,2021-01-05 18:30:00+01:00,169.36,2021-01-05 18:15:00,61.61,67.93,73.58,65.93,1.0
458,2021-01-05 18:45:00+01:00,200.206,2021-01-05 18:30:00,61.61,68.93,73.58,73.74,1.0
459,2021-01-05 19:00:00+01:00,37.906,2021-01-05 18:45:00,61.61,70.02,73.58,116.77,1.0
460,2021-01-05 19:15:00+01:00,-416.472,2021-01-05 19:00:00,59.16,75.4,68.65,16.20,1.0
461,2021-01-05 19:30:00+01:00,-417.185,2021-01-05 19:15:00,59.16,72.4,68.65,38.03,1.0
462,2021-01-05 19:45:00+01:00,-161.294,2021-01-05 19:30:00,59.16,63.99,68.65,14.43,1.0
463,2021-01-05 20:00:00+01:00,103.416,2021-01-05 19:45:00,59.16,48.62,68.65,46.91,1.0
464,2021-01-05 20:15:00+01:00,111.518,2021-01-05 20:00:00,59.26,69.15,62.7,63.29,1.0
465,2021-01-05 20:30:00+01:00,-60.033,2021-01-05 20:15:00,59.26,66.83,62.7,-18.04,1.0
466,2021-01-05 20:45:00+01:00,-72.172,2021-01-05 20:30:00,59.26,53.81,62.7,8.90,1.0
467,2021-01-05 21:00:00+01:00,-35.044,2021-01-05 20:45:00,59.26,46.43,62.7,-1.55,1.0
468,2021-01-05 21:15:00+01:00,224.978,2021-01-05 21:00:00,53.62,63.22,58.83,114.95,1.0
469,2021-01-05 21:30:00+01:00,-235.781,2021-01-05 21:15:00,53.62,63.79,58.83,34.02,1.0
470,2021-01-05 21:45:00+01:00,-464.537,2021-01-05 21:30:00,53.62,50.21,58.83,14.95,1.0
471,2021-01-05 22:00:00+01:00,-600.82,2021-01-05 21:45:00,53.62,44.25,58.83,9.93,1.0
472,2021-01-05 22:15:00+01:00,144.886,2021-01-05 22:00:00,53.86,60.99,57.78,144.39,1.0
473,2021-01-05 22:30:00+01:00,273.233,2021-01-05 22:15:00,53.86,57.01,57.78,93.28,1.0
474,2021-01-05 22:45:00+01:00,208.579,2021-01-05 22:30:00,53.86,48.84,57.78,77.44,1.0
475,2021-01-05 23:00:00+01:00,86.128,2021-01-05 22:45:00,53.86,43.78,57.78,74.32,1.0
476,2021-01-05 23:15:00+01:00,329.366,2021-01-05 23:00:00,47.99,60.89,53.67,95.85,1.0
477,2021-01-05 23:30:00+01:00,76.297,2021-01-05 23:15:00,47.99,57.84,53.67,75.07,1.0
478,2021-01-05 23:45:00+01:00,85.84,2021-01-05 23:30:00,47.99,47.97,53.67,94.51,1.0
479,2021-01-05 00:00:00+01:00,-112.263,2021-01-05 23:45:00,47.99,44.12,53.67,12.95,1.0
542,2021-01-06 15:45:00+01:00,-9.726,2021-01-06 15:30:00,57.53,62.95,64.86,-41.80,1.0
543,2021-01-06 16:00:00+01:00,33.893,2021-01-06 15:45:00,57.53,61.31,64.86,111.51,1.0
544,2021-01-06 16:15:00+01:00,122.474,2021-01-06 16:00:00,61.68,62.43,67.66,71.09,1.0
545,2021-01-06 16:30:00+01:00,-76.678,2021-01-06 16:15:00,61.68,62.83,67.66,26.43,1.0
546,2021-01-06 16:45:00+01:00,46.991,2021-01-06 16:30:00,61.68,68.29,67.66,185.40,1.0
547,2021-01-06 17:00:00+01:00,394.208,2021-01-06 16:45:00,61.68,72.49,67.66,196.43,1.0
548,2021-01-06 17:15:00+01:00,63.074,2021-01-06 17:00:00,61.84,67.05,69.23,101.22,1.0
549,2021-01-06 17:30:00+01:00,-341.106,2021-01-06 17:15:00,61.84,72.38,69.23,17.29,1.0
550,2021-01-06 17:45:00+01:00,-17.278,2021-01-06 17:30:00,61.84,73.62,69.23,-39.01,1.0
551,2021-01-06 18:00:00+01:00,432.178,2021-01-06 17:45:00,61.84,72.84,69.23,147.97,1.0
552,2021-01-06 18:15:00+01:00,183.102,2021-01-06 18:00:00,57.46,71.47,69.89,82.81,1.0
553,2021-01-06 18:30:00+01:00,234.918,2021-01-06 18:15:00,57.46,73.57,69.89,87.36,1.0
554,2021-01-06 18:45:00+01:00,345.888,2021-01-06 18:30:00,57.46,71.07,69.89,137.33,1.0
555,2021-01-06 19:00:00+01:00,525.014,2021-01-06 18:45:00,57.46,69.78,69.89,138.39,1.0
556,2021-01-06 19:15:00+01:00,314.664,2021-01-06 19:00:00,58.06,77.36,69.03,132.52,1.0
557,2021-01-06 19:30:00+01:00,-48.604,2021-01-06 19:15:00,58.06,72.83,69.03,18.93,1.0
558,2021-01-06 19:45:00+01:00,337.556,2021-01-06 19:30:00,58.06,71.57,69.03,91.70,1.0
559,2021-01-06 20:00:00+01:00,25.034,2021-01-06 19:45:00,58.06,62.23,69.03,79.68,1.0
560,2021-01-06 20:15:00+01:00,-172.603,2021-01-06 20:00:00,59.97,75.18,65.49,24.24,1.0
561,2021-01-06 20:30:00+01:00,57.991,2021-01-06 20:15:00,59.97,72.27,65.49,112.54,1.0
562,2021-01-06 20:45:00+01:00,179.877,2021-01-06 20:30:00,59.97,65.98,65.49,79.05,1.0
563,2021-01-06 21:00:00+01:00,48.839,2021-01-06 20:45:00,59.97,53.71,65.49,81.56,1.0
564,2021-01-06 21:15:00+01:00,31.925,2021-01-06 21:00:00,52.95,70.22,60.0,123.30,1.0
565,2021-01-06 21:30:00+01:00,13.723,2021-01-06 21:15:00,52.95,72.52,60.0,121.06,1.0
566,2021-01-06 21:45:00+01:00,74.378,2021-01-06 21:30:00,52.95,60.78,60.0,95.15,1.0
567,2021-01-06 22:00:00+01:00,-401.446,2021-01-06 21:45:00,52.95,45.75,60.0,16.43,1.0
568,2021-01-06 22:15:00+01:00,58.061,2021-01-06 22:00:00,52.95,66.47,57.44,101.68,1.0
569,2021-01-06 22:30:00+01:00,2.593,2021-01-06 22:15:00,52.95,66.78,57.44,78.05,1.0
570,2021-01-06 22:45:00+01:00,121.743,2021-01-06 22:30:00,52.95,54.38,57.44,71.18,1.0
571,2021-01-06 23:00:00+01:00,84.595,2021-01-06 22:45:00,52.95,44.48,57.44,76.01,1.0
572,2021-01-06 23:15:00+01:00,230.997,2021-01-06 23:00:00,49.53,63.45,54.68,90.99,1.0
573,2021-01-06 23:30:00+01:00,412.251,2021-01-06 23:15:00,49.53,61.94,54.68,87.23,1.0
574,2021-01-06 23:45:00+01:00,361.058,2021-01-06 23:30:00,49.53,52.57,54.68,69.12,1.0
575,2021-01-06 00:00:00+01:00,242.941,2021-01-06 23:45:00,49.53,49.32,54.68,62.55,1.0
638,2021-01-07 15:45:00+01:00,97.594,2021-01-07 15:30:00,83.57,77.88,79.13,90.84,1.0
639,2021-01-07 16:00:00+01:00,-128.617,2021-01-07 15:45:00,83.57,77.86,79.13,38.20,1.0
640,2021-01-07 16:15:00+01:00,-924.969,2021-01-07 16:00:00,89.68,60.55,80.73,20.29,1.0
641,2021-01-07 16:30:00+01:00,-481.14,2021-01-07 16:15:00,89.68,70.58,80.73,20.29,1.0
642,2021-01-07 16:45:00+01:00,-398.729,2021-01-07 16:30:00,89.68,64.99,80.73,40.98,1.0
643,2021-01-07 17:00:00+01:00,-275.449,2021-01-07 16:45:00,89.68,83.18,80.73,41.87,1.0
644,2021-01-07 17:15:00+01:00,159.597,2021-01-07 17:00:00,100.0,63.43,86.45,100.82,1.0
645,2021-01-07 17:30:00+01:00,222.114,2021-01-07 17:15:00,100.0,68.76,86.45,74.60,1.0
646,2021-01-07 17:45:00+01:00,96.481,2021-01-07 17:30:00,100.0,70.84,86.45,81.48,1.0
647,2021-01-07 18:00:00+01:00,-341.62,2021-01-07 17:45:00,100.0,78.8,86.45,49.79,1.0
648,2021-01-07 18:15:00+01:00,420.869,2021-01-07 18:00:00,90.43,89.38,79.13,128.83,1.0
649,2021-01-07 18:30:00+01:00,224.943,2021-01-07 18:15:00,90.43,74.96,79.13,85.46,1.0
650,2021-01-07 18:45:00+01:00,-240.241,2021-01-07 18:30:00,90.43,69.69,79.13,38.28,1.0
651,2021-01-07 19:00:00+01:00,-292.31,2021-01-07 18:45:00,90.43,61.85,79.13,41.23,1.0
652,2021-01-07 19:15:00+01:00,62.376,2021-01-07 19:00:00,80.28,98.63,74.63,134.22,1.0
653,2021-01-07 19:30:00+01:00,191.818,2021-01-07 19:15:00,80.28,78.98,74.63,118.18,1.0
654,2021-01-07 19:45:00+01:00,93.857,2021-01-07 19:30:00,80.28,64.77,74.63,131.61,1.0
655,2021-01-07 20:00:00+01:00,-77.651,2021-01-07 19:45:00,80.28,61.28,74.63,8.23,1.0
656,2021-01-07 20:15:00+01:00,-163.017,2021-01-07 20:00:00,66.8,77.99,62.32,15.91,1.0
657,2021-01-07 20:30:00+01:00,189.522,2021-01-07 20:15:00,66.8,62.4,62.32,170.47,1.0
658,2021-01-07 20:45:00+01:00,-24.815,2021-01-07 20:30:00,66.8,54.2,62.32,-48.51,1.0
659,2021-01-07 21:00:00+01:00,77.701,2021-01-07 20:45:00,66.8,48.29,62.32,107.38,1.0
660,2021-01-07 21:15:00+01:00,-256.844,2021-01-07 21:00:00,60.22,70.0,52.32,35.92,1.0
661,2021-01-07 21:30:00+01:00,228.42,2021-01-07 21:15:00,60.22,56.73,52.32,113.03,1.0
662,2021-01-07 21:45:00+01:00,155.498,2021-01-07 21:30:00,60.22,43.74,52.32,92.75,1.0
663,2021-01-07 22:00:00+01:00,280.179,2021-01-07 21:45:00,60.22,34.18,52.32,74.54,1.0
664,2021-01-07 22:15:00+01:00,287.727,2021-01-07 22:00:00,59.69,71.45,52.26,137.63,1.0
665,2021-01-07 22:30:00+01:00,312.546,2021-01-07 22:15:00,59.69,62.75,52.26,90.03,1.0
666,2021-01-07 22:45:00+01:00,170.458,2021-01-07 22:30:00,59.69,47.49,52.26,88.67,1.0
667,2021-01-07 23:00:00+01:00,300.557,2021-01-07 22:45:00,59.69,40.99,52.26,86.45,1.0
668,2021-01-07 23:15:00+01:00,134.336,2021-01-07 23:00:00,52.25,63.77,49.68,116.63,1.0
669,2021-01-07 23:30:00+01:00,-69.714,2021-01-07 23:15:00,52.25,52.85,49.68,43.34,1.0
670,2021-01-07 23:45:00+01:00,141.111,2021-01-07 23:30:00,52.25,47.88,49.68,86.63,1.0
671,2021-01-07 00:00:00+01:00,101.989,2021-01-07 23:45:00,52.25,41.93,49.68,72.18,1.0
734,2021-01-08 15:45:00+01:00,302.233,2021-01-08 15:30:00,95.42,69.81,77.2,69.60,1.0
735,2021-01-08 16:00:00+01:00,81.725,2021-01-08 15:45:00,95.42,74.57,77.2,91.08,1.0
736,2021-01-08 16:15:00+01:00,-166.953,2021-01-08 16:00:00,95.0,68.8,79.37,20.90,1.0
737,2021-01-08 16:30:00+01:00,-338.307,2021-01-08 16:15:00,95.0,83.02,79.37,25.72,1.0
738,2021-01-08 16:45:00+01:00,-78.618,2021-01-08 16:30:00,95.0,80.95,79.37,-25.40,1.0
739,2021-01-08 17:00:00+01:00,-52.85,2021-01-08 16:45:00,95.0,83.15,79.37,5.40,1.0
740,2021-01-08 17:15:00+01:00,169.479,2021-01-08 17:00:00,110.0,67.42,87.44,100.32,1.0
