,Time,BETR.,time,Day Ahead Price hourly [in EUR/MWh],Intraday Price Price Quarter Hourly  [in EUR/MWh],Intraday Price Hourly  [in EUR/MWh],Imbalance Price Quarter Hourly  [in EUR/MWh],new_col
3838,2021-02-09 23:45:00+01:00,702.967,2021-02-09 23:30:00,50.09,48.29,56.69,72.21,1.0
3839,2021-02-09 00:00:00+01:00,754.65,2021-02-09 23:45:00,50.09,47.44,56.69,72.05,1.0
3906,2021-02-10 16:45:00+01:00,-490.728,2021-02-10 16:30:00,80.18,92.13,97.9,28.16,1.0
3907,2021-02-10 17:00:00+01:00,-873.732,2021-02-10 16:45:00,80.18,105.02,97.9,28.16,1.0
3908,2021-02-10 17:15:00+01:00,-827.436,2021-02-10 17:00:00,94.15,76.13,108.99,25.78,1.0
3909,2021-02-10 17:30:00+01:00,-831.667,2021-02-10 17:15:00,94.15,100.62,108.99,40.92,1.0
3910,2021-02-10 17:45:00+01:00,-491.966,2021-02-10 17:30:00,94.15,103.26,108.99,60.69,1.0
3911,2021-02-10 18:00:00+01:00,-30.559,2021-02-10 17:45:00,94.15,137.53,108.99,-1.65,1.0
3912,2021-02-10 18:15:00+01:00,496.614,2021-02-10 18:00:00,109.86,161.89,133.71,235.06,1.0
3913,2021-02-10 18:30:00+01:00,270.394,2021-02-10 18:15:00,109.86,162.56,133.71,242.54,1.0
3914,2021-02-10 18:45:00+01:00,171.446,2021-02-10 18:30:00,109.86,189.65,133.71,246.86,1.0
3915,2021-02-10 19:00:00+01:00,-98.533,2021-02-10 18:45:00,109.86,146.97,133.71,188.33,1.0
3916,2021-02-10 19:15:00+01:00,-358.385,2021-02-10 19:00:00,88.09,128.27,103.92,61.55,1.0
3917,2021-02-10 19:30:00+01:00,-228.725,2021-02-10 19:15:00,88.09,94.53,103.92,35.66,1.0
3918,2021-02-10 19:45:00+01:00,249.07,2021-02-10 19:30:00,88.09,86.16,103.92,84.08,1.0
3919,2021-02-10 20:00:00+01:00,289.254,2021-02-10 19:45:00,88.09,71.18,103.92,74.57,1.0
3920,2021-02-10 20:15:00+01:00,308.723,2021-02-10 20:00:00,73.26,105.33,80.88,126.96,1.0
3921,2021-02-10 20:30:00+01:00,367.808,2021-02-10 20:15:00,73.26,84.51,80.88,151.80,1.0
3922,2021-02-10 20:45:00+01:00,235.093,2021-02-10 20:30:00,73.26,83.37,80.88,110.63,1.0
3923,2021-02-10 21:00:00+01:00,313.601,2021-02-10 20:45:00,73.26,66.7,80.88,95.32,1.0
3924,2021-02-10 21:15:00+01:00,85.682,2021-02-10 21:00:00,64.19,80.95,67.59,195.20,1.0
3925,2021-02-10 21:30:00+01:00,355.058,2021-02-10 21:15:00,64.19,73.94,67.59,165.74,1.0
3926,2021-02-10 21:45:00+01:00,253.58,2021-02-10 21:30:00,64.19,69.7,67.59,154.98,1.0
3927,2021-02-10 22:00:00+01:00,12.281,2021-02-10 21:45:00,64.19,65.08,67.59,90.38,1.0
3928,2021-02-10 22:15:00+01:00,530.77,2021-02-10 22:00:00,58.65,80.4,64.49,225.22,1.0
3929,2021-02-10 22:30:00+01:00,741.834,2021-02-10 22:15:00,58.65,67.81,64.49,182.29,1.0
3930,2021-02-10 22:45:00+01:00,796.578,2021-02-10 22:30:00,58.65,62.82,64.49,138.44,1.0
3931,2021-02-10 23:00:00+01:00,943.955,2021-02-10 22:45:00,58.65,57.53,64.49,127.64,1.0
3932,2021-02-10 23:15:00+01:00,149.624,2021-02-10 23:00:00,54.45,91.41,64.11,209.34,1.0
3933,2021-02-10 23:30:00+01:00,-146.552,2021-02-10 23:15:00,54.45,76.82,64.11,54.92,1.0
3934,2021-02-10 23:45:00+01:00,-50.94,2021-02-10 23:30:00,54.45,66.82,64.11,22.04,1.0
3935,2021-02-10 00:00:00+01:00,-211.532,2021-02-10 23:45:00,54.45,50.39,64.11,63.48,1.0
4002,2021-02-11 16:45:00+01:00,-99.471,2021-02-11 16:30:00,77.87,67.08,67.79,42.37,1.0
4003,2021-02-11 17:00:00+01:00,-1233.669,2021-02-11 16:45:00,77.87,78.38,67.79,47.80,1.0
4004,2021-02-11 17:15:00+01:00,-1352.481,2021-02-11 17:00:00,95.14,65.76,76.8,25.96,1.0
4005,2021-02-11 17:30:00+01:00,-969.227,2021-02-11 17:15:00,95.14,65.79,76.8,-17.83,1.0
4006,2021-02-11 17:45:00+01:00,-581.117,2021-02-11 17:30:00,95.14,67.49,76.8,28.65,1.0
4007,2021-02-11 18:00:00+01:00,-348.731,2021-02-11 17:45:00,95.14,85.45,76.8,57.55,1.0
4008,2021-02-11 18:15:00+01:00,11.083,2021-02-11 18:00:00,133.53,95.34,99.91,204.60,1.0
4009,2021-02-11 18:30:00+01:00,79.233,2021-02-11 18:15:00,133.53,88.48,99.91,224.68,1.0
4010,2021-02-11 18:45:00+01:00,-69.131,2021-02-11 18:30:00,133.53,108.45,99.91,47.60,1.0
4011,2021-02-11 19:00:00+01:00,-264.498,2021-02-11 18:45:00,133.53,90.15,99.91,34.30,1.0
4012,2021-02-11 19:15:00+01:00,-361.758,2021-02-11 19:00:00,99.31,83.18,77.85,47.63,1.0
4013,2021-02-11 19:30:00+01:00,-145.761,2021-02-11 19:15:00,99.31,67.67,77.85,39.24,1.0
4014,2021-02-11 19:45:00+01:00,-118.463,2021-02-11 19:30:00,99.31,68.74,77.85,45.00,1.0
4015,2021-02-11 20:00:00+01:00,-118.243,2021-02-11 19:45:00,99.31,58.13,77.85,38.51,1.0
4016,2021-02-11 20:15:00+01:00,189.92,2021-02-11 20:00:00,74.33,77.79,69.2,134.20,1.0
4017,2021-02-11 20:30:00+01:00,105.355,2021-02-11 20:15:00,74.33,65.41,69.2,130.48,1.0
4018,2021-02-11 20:45:00+01:00,132.933,2021-02-11 20:30:00,74.33,64.93,69.2,150.59,1.0
4019,2021-02-11 21:00:00+01:00,-57.734,2021-02-11 20:45:00,74.33,58.16,69.2,24.17,1.0
4020,2021-02-11 21:15:00+01:00,-214.67,2021-02-11 21:00:00,62.3,76.25,62.8,58.30,1.0
4021,2021-02-11 21:30:00+01:00,-9.654,2021-02-11 21:15:00,62.3,64.61,62.8,-39.96,1.0
4022,2021-02-11 21:45:00+01:00,320.06,2021-02-11 21:30:00,62.3,61.38,62.8,69.80,1.0
4023,2021-02-11 22:00:00+01:00,395.516,2021-02-11 21:45:00,62.3,51.32,62.8,58.30,1.0
4024,2021-02-11 22:15:00+01:00,-99.83,2021-02-11 22:00:00,59.1,65.9,54.48,19.51,1.0
4025,2021-02-11 22:30:00+01:00,-589.839,2021-02-11 22:15:00,59.1,57.58,54.48,32.16,1.0
4026,2021-02-11 22:45:00+01:00,-535.619,2021-02-11 22:30:00,59.1,53.91,54.48,32.16,1.0
4027,2021-02-11 23:00:00+01:00,-95.772,2021-02-11 22:45:00,59.1,43.13,54.48,7.73,1.0
4028,2021-02-11 23:15:00+01:00,740.696,2021-02-11 23:00:00,53.69,68.52,50.47,329.86,1.0
4029,2021-02-11 23:30:00+01:00,322.907,2021-02-11 23:15:00,53.69,55.48,50.47,145.19,1.0
4030,2021-02-11 23:45:00+01:00,412.402,2021-02-11 23:30:00,53.69,50.35,50.47,63.44,1.0
4031,2021-02-11 00:00:00+01:00,409.751,2021-02-11 23:45:00,53.69,43.83,50.47,70.33,1.0
4098,2021-02-12 16:45:00+01:00,456.428,2021-02-12 16:30:00,65.73,58.32,60.35,89.11,1.0
4099,2021-02-12 17:00:00+01:00,396.291,2021-02-12 16:45:00,65.73,69.82,60.35,119.30,1.0
4100,2021-02-12 17:15:00+01:00,-401.26,2021-02-12 17:00:00,71.24,53.58,65.44,9.08,1.0
4101,2021-02-12 17:30:00+01:00,-242.429,2021-02-12 17:15:00,71.24,70.13,65.44,27.47,1.0
4102,2021-02-12 17:45:00+01:00,-339.736,2021-02-12 17:30:00,71.24,70.27,65.44,30.76,1.0
4103,2021-02-12 18:00:00+01:00,365.783,2021-02-12 17:45:00,71.24,77.61,65.44,209.16,1.0
4104,2021-02-12 18:15:00+01:00,191.778,2021-02-12 18:00:00,79.95,81.53,71.59,85.70,1.0
4105,2021-02-12 18:30:00+01:00,205.636,2021-02-12 18:15:00,79.95,65.12,71.59,99.90,1.0
4106,2021-02-12 18:45:00+01:00,76.682,2021-02-12 18:30:00,79.95,65.61,71.59,106.23,1.0
4107,2021-02-12 19:00:00+01:00,97.108,2021-02-12 18:45:00,79.95,61.12,71.59,115.06,1.0
4108,2021-02-12 19:15:00+01:00,336.714,2021-02-12 19:00:00,70.14,76.49,64.34,203.31,1.0
4109,2021-02-12 19:30:00+01:00,-45.143,2021-02-12 19:15:00,70.14,64.49,64.34,-49.95,1.0
4110,2021-02-12 19:45:00+01:00,195.488,2021-02-12 19:30:00,70.14,58.46,64.34,54.91,1.0
4111,2021-02-12 20:00:00+01:00,-196.537,2021-02-12 19:45:00,70.14,46.94,64.34,-8.81,1.0
4112,2021-02-12 20:15:00+01:00,-15.691,2021-02-12 20:00:00,61.26,71.05,58.44,-46.04,1.0
4113,2021-02-12 20:30:00+01:00,-118.371,2021-02-12 20:15:00,61.26,62.39,58.44,-26.70,1.0
4114,2021-02-12 20:45:00+01:00,112.081,2021-02-12 20:30:00,61.26,47.68,58.44,43.54,1.0
4115,2021-02-12 21:00:00+01:00,210.133,2021-02-12 20:45:00,61.26,43.32,58.44,41.67,1.0
4116,2021-02-12 21:15:00+01:00,16.9,2021-02-12 21:00:00,55.48,59.01,52.12,158.40,1.0
4117,2021-02-12 21:30:00+01:00,51.941,2021-02-12 21:15:00,55.48,55.9,52.12,168.77,1.0
4118,2021-02-12 21:45:00+01:00,-33.331,2021-02-12 21:30:00,55.48,45.34,52.12,21.88,1.0
4119,2021-02-12 22:00:00+01:00,-41.646,2021-02-12 21:45:00,55.48,41.32,52.12,29.16,1.0
4120,2021-02-12 22:15:00+01:00,481.946,2021-02-12 22:00:00,54.01,57.06,54.13,91.77,1.0
4121,2021-02-12 22:30:00+01:00,154.997,2021-02-12 22:15:00,54.01,55.17,54.13,77.34,1.0
4122,2021-02-12 22:45:00+01:00,276.738,2021-02-12 22:30:00,54.01,52.17,54.13,84.60,1.0
4123,2021-02-12 23:00:00+01:00,1.448,2021-02-12 22:45:00,54.01,49.77,54.13,50.82,1.0
4124,2021-02-12 23:15:00+01:00,451.842,2021-02-12 23:00:00,48.54,51.88,49.78,242.07,1.0
4125,2021-02-12 23:30:00+01:00,217.393,2021-02-12 23:15:00,48.54,50.7,49.78,113.66,1.0
4126,2021-02-12 23:45:00+01:00,360.531,2021-02-12 23:30:00,48.54,47.6,49.78,127.22,1.0
4127,2021-02-12 00:00:00+01:00,706.173,2021-02-12 23:45:00,48.54,43.48,49.78,56.97,1.0
4194,2021-02-13 16:45:00+01:00,82.146,2021-02-13 16:30:00,54.79,65.28,57.43,86.03,1.0
4195,2021-02-13 17:00:00+01:00,80.957,2021-02-13 16:45:00,54.79,72.02,57.43,97.19,1.0
4196,2021-02-13 17:15:00+01:00,-669.738,2021-02-13 17:00:00,64.38,56.32,69.66,-29.74,1.0
4197,2021-02-13 17:30:00+01:00,-662.139,2021-02-13 17:15:00,64.38,76.67,69.66,12.34,1.0
4198,2021-02-13 17:45:00+01:00,-763.336,2021-02-13 17:30:00,64.38,73.22,69.66,31.71,1.0
4199,2021-02-13 18:00:00+01:00,-268.977,2021-02-13 17:45:00,64.38,74.18,69.66,29.57,1.0
4200,2021-02-13 18:15:00+01:00,1080.98,2021-02-13 18:00:00,72.96,82.55,77.7,97.96,1.0
4201,2021-02-13 18:30:00+01:00,1055.696,2021-02-13 18:15:00,72.96,71.72,77.7,192.30,1.0
4202,2021-02-13 18:45:00+01:00,1084.185,2021-02-13 18:30:00,72.96,73.76,77.7,192.53,1.0
4203,2021-02-13 19:00:00+01:00,530.193,2021-02-13 18:45:00,72.96,66.53,77.7,121.97,1.0
4204,2021-02-13 19:15:00+01:00,230.341,2021-02-13 19:00:00,69.0,79.6,67.9,150.45,1.0
4205,2021-02-13 19:30:00+01:00,-305.876,2021-02-13 19:15:00,69.0,68.9,67.9,45.77,1.0
4206,2021-02-13 19:45:00+01:00,-560.121,2021-02-13 19:30:00,69.0,61.45,67.9,21.17,1.0
4207,2021-02-13 20:00:00+01:00,-856.061,2021-02-13 19:45:00,69.0,43.11,67.9,-10.04,1.0
4208,2021-02-13 20:15:00+01:00,27.62,2021-02-13 20:00:00,58.49,69.48,59.13,167.07,1.0
4209,2021-02-13 20:30:00+01:00,46.854,2021-02-13 20:15:00,58.49,56.01,59.13,90.94,1.0
4210,2021-02-13 20:45:00+01:00,29.507,2021-02-13 20:30:00,58.49,39.0,59.13,29.80,1.0
4211,2021-02-13 21:00:00+01:00,23.383,2021-02-13 20:45:00,58.49,36.81,59.13,34.66,1.0
4212,2021-02-13 21:15:00+01:00,727.825,2021-02-13 21:00:00,50.92,57.76,50.1,73.34,1.0
4213,2021-02-13 21:30:00+01:00,387.511,2021-02-13 21:15:00,50.92,52.52,50.1,61.66,1.0
4214,2021-02-13 21:45:00+01:00,250.41,2021-02-13 21:30:00,50.92,42.09,50.1,51.62,1.0
4215,2021-02-13 22:00:00+01:00,227.433,2021-02-13 21:45:00,50.92,42.11,50.1,55.40,1.0
4216,2021-02-13 22:15:00+01:00,793.272,2021-02-13 22:00:00,49.24,60.31,49.47,79.00,1.0
4217,2021-02-13 22:30:00+01:00,308.031,2021-02-13 22:15:00,49.24,56.08,49.47,72.49,1.0
4218,2021-02-13 22:45:00+01:00,53.285,2021-02-13 22:30:00,49.24,45.92,49.47,50.26,1.0
4219,2021-02-13 23:00:00+01:00,432.482,2021-02-13 22:45:00,49.24,41.68,49.47,52.89,1.0
4220,2021-02-13 23:15:00+01:00,523.33,2021-02-13 23:00:00,46.34,59.64,47.87,163.01,1.0
4221,2021-02-13 23:30:00+01:00,448.513,2021-02-13 23:15:00,46.34,46.02,47.87,59.53,1.0
4222,2021-02-13 23:45:00+01:00,305.456,2021-02-13 23:30:00,46.34,43.68,47.87,65.50,1.0
4223,2021-02-13 00:00:00+01:00,60.126,2021-02-13 23:45:00,46.34,44.07,47.87,55.30,1.0
4291,2021-02-14 17:00:00+01:00,446.924,2021-02-14 16:45:00,45.0,55.27,44.51,104.97,1.0
4292,2021-02-14 17:15:00+01:00,5.082,2021-02-14 17:00:00,53.97,34.91,53.24,142.84,1.0
4293,2021-02-14 17:30:00+01:00,-578.745,2021-02-14 17:15:00,53.97,50.32,53.24,-18.21,1.0
4294,2021-02-14 17:45:00+01:00,-395.449,2021-02-14 17:30:00,53.97,54.47,53.24,34.22,1.0
4295,2021-02-14 18:00:00+01:00,98.952,2021-02-14 17:45:00,53.97,56.06,53.24,183.69,1.0
4296,2021-02-14 18:15:00+01:00,687.122,2021-02-14 18:00:00,62.2,58.44,52.99,149.03,1.0
4297,2021-02-14 18:30:00+01:00,276.742,2021-02-14 18:15:00,62.2,56.75,52.99,110.19,1.0
4298,2021-02-14 18:45:00+01:00,-256.264,2021-02-14 18:30:00,62.2,55.5,52.99,25.43,1.0
4299,2021-02-14 19:00:00+01:00,-701.773,2021-02-14 18:45:00,62.2,39.42,52.99,-0.19,1.0
4300,2021-02-14 19:15:00+01:00,-782.351,2021-02-14 19:00:00,57.1,60.81,48.17,-33.17,1.0
4301,2021-02-14 19:30:00+01:00,-838.109,2021-02-14 19:15:00,57.1,45.08,48.17,-44.50,1.0
4302,2021-02-14 19:45:00+01:00,-890.741,2021-02-14 19:30:00,57.1,36.98,48.17,-46.12,1.0
4303,2021-02-14 20:00:00+01:00,-514.454,2021-02-14 19:45:00,57.1,21.66,48.17,-17.38,1.0
4304,2021-02-14 20:15:00+01:00,420.147,2021-02-14 20:00:00,48.34,54.54,41.29,56.34,1.0
4305,2021-02-14 20:30:00+01:00,154.978,2021-02-14 20:15:00,48.34,44.34,41.29,58.77,1.0
4306,2021-02-14 20:45:00+01:00,-106.011,2021-02-14 20:30:00,48.34,24.53,41.29,-16.09,1.0
4307,2021-02-14 21:00:00+01:00,-340.68,2021-02-14 20:45:00,48.34,24.34,41.29,-6.44,1.0
4308,2021-02-14 21:15:00+01:00,215.691,2021-02-14 21:00:00,43.89,47.37,38.48,115.89,1.0
4309,2021-02-14 21:30:00+01:00,68.798,2021-02-14 21:15:00,43.89,44.39,38.48,55.26,1.0
4310,2021-02-14 21:45:00+01:00,269.351,2021-02-14 21:30:00,43.89,30.1,38.48,62.34,1.0
4311,2021-02-14 22:00:00+01:00,7.082,2021-02-14 21:45:00,43.89,31.09,38.48,105.24,1.0
4312,2021-02-14 22:15:00+01:00,-172.111,2021-02-14 22:00:00,45.27,55.34,42.29,-27.34,1.0
4313,2021-02-14 22:30:00+01:00,-582.877,2021-02-14 22:15:00,45.27,50.3,42.29,-12.01,1.0
4314,2021-02-14 22:45:00+01:00,-356.946,2021-02-14 22:30:00,45.27,38.01,42.29,1.09,1.0
4315,2021-02-14 23:00:00+01:00,-475.651,2021-02-14 22:45:00,45.27,30.18,42.29,0.66,1.0
4316,2021-02-14 23:15:00+01:00,-260.524,2021-02-14 23:00:00,42.8,43.73,36.15,8.63,1.0
4317,2021-02-14 23:30:00+01:00,9.767,2021-02-14 23:15:00,42.8,36.22,36.15,30.18,1.0
4318,2021-02-14 23:45:00+01:00,-17.174,2021-02-14 23:30:00,42.8,25.89,36.15,3.52,1.0
4319,2021-02-14 00:00:00+01:00,-94.034,2021-02-14 23:45:00,42.8,20.25,36.15,-0.64,1.0
4387,2021-02-15 17:00:00+01:00,-225.723,2021-02-15 16:45:00,51.02,90.58,63.98,44.97,1.0
4388,2021-02-15 17:15:00+01:00,-459.703,2021-02-15 17:00:00,57.95,53.26,78.62,8.62,1.0
4389,2021-02-15 17:30:00+01:00,-244.579,2021-02-15 17:15:00,57.95,77.18,78.62,21.26,1.0
4390,2021-02-15 17:45:00+01:00,-258.098,2021-02-15 17:30:00,57.95,74.49,78.62,-12.00,1.0
4391,2021-02-15 18:00:00+01:00,-225.628,2021-02-15 17:45:00,57.95,90.92,78.62,37.35,1.0
4392,2021-02-15 18:15:00+01:00,-574.425,2021-02-15 18:00:00,68.05,65.63,82.81,-2.26,1.0
4393,2021-02-15 18:30:00+01:00,-193.557,2021-02-15 18:15:00,68.05,61.14,82.81,31.98,1.0
4394,2021-02-15 18:45:00+01:00,-9.388,2021-02-15 18:30:00,68.05,63.47,82.81,-21.36,1.0
4395,2021-02-15 19:00:00+01:00,358.061,2021-02-15 18:45:00,68.05,60.99,82.81,124.72,1.0
4396,2021-02-15 19:15:00+01:00,757.194,2021-02-15 19:00:00,62.4,81.44,71.63,209.24,1.0
4397,2021-02-15 19:30:00+01:00,623.369,2021-02-15 19:15:00,62.4,66.77,71.63,139.10,1.0
4398,2021-02-15 19:45:00+01:00,1165.953,2021-02-15 19:30:00,62.4,68.89,71.63,128.49,1.0
4399,2021-02-15 20:00:00+01:00,1409.052,2021-02-15 19:45:00,62.4,64.54,71.63,106.54,1.0
4400,2021-02-15 20:15:00+01:00,532.235,2021-02-15 20:00:00,55.66,77.9,66.65,154.33,1.0
4401,2021-02-15 20:30:00+01:00,301.766,2021-02-15 20:15:00,55.66,75.18,66.65,89.22,1.0
4402,2021-02-15 20:45:00+01:00,439.175,2021-02-15 20:30:00,55.66,67.54,66.65,89.14,1.0
4403,2021-02-15 21:00:00+01:00,440.804,2021-02-15 20:45:00,55.66,57.29,66.65,79.57,1.0
4404,2021-02-15 21:15:00+01:00,412.086,2021-02-15 21:00:00,48.2,69.59,59.12,153.68,1.0
4405,2021-02-15 21:30:00+01:00,170.47,2021-02-15 21:15:00,48.2,63.13,59.12,159.19,1.0
4406,2021-02-15 21:45:00+01:00,439.92,2021-02-15 21:30:00,48.2,57.06,59.12,138.41,1.0
4407,2021-02-15 22:00:00+01:00,143.418,2021-02-15 21:45:00,48.2,49.38,59.12,63.41,1.0
4408,2021-02-15 22:15:00+01:00,450.067,2021-02-15 22:00:00,50.01,73.6,59.54,207.16,1.0
4409,2021-02-15 22:30:00+01:00,179.477,2021-02-15 22:15:00,50.01,61.38,59.54,86.79,1.0
4410,2021-02-15 22:45:00+01:00,-59.932,2021-02-15 22:30:00,50.01,63.92,59.54,-14.97,1.0
4411,2021-02-15 23:00:00+01:00,-120.152,2021-02-15 22:45:00,50.01,51.19,59.54,17.45,1.0
4412,2021-02-15 23:15:00+01:00,-40.077,2021-02-15 23:00:00,46.11,66.01,52.77,20.05,1.0
4413,2021-02-15 23:30:00+01:00,-232.868,2021-02-15 23:15:00,46.11,52.14,52.77,18.96,1.0
4414,2021-02-15 23:45:00+01:00,17.92,2021-02-15 23:30:00,46.11,48.4,52.77,147.54,1.0
4415,2021-02-15 00:00:00+01:00,93.552,2021-02-15 23:45:00,46.11,44.67,52.77,46.45,1.0
4483,2021-02-16 17:00:00+01:00,497.65,2021-02-16 16:45:00,47.05,63.36,55.25,95.11,1.0
4484,2021-02-16 17:15:00+01:00,144.363,2021-02-16 17:00:00,54.77,44.53,59.64,54.78,1.0
4485,2021-02-16 17:30:00+01:00,88.138,2021-02-16 17:15:00,54.77,64.14,59.64,96.01,1.0
4486,2021-02-16 17:45:00+01:00,-161.066,2021-02-16 17:30:00,54.77,71.35,59.64,34.66,1.0
4487,2021-02-16 18:00:00+01:00,-108.534,2021-02-16 17:45:00,54.77,75.52,59.64,28.96,1.0
4488,2021-02-16 18:15:00+01:00,156.881,2021-02-16 18:00:00,62.7,71.47,66.04,88.74,1.0
4489,2021-02-16 18:30:00+01:00,-24.419,2021-02-16 18:15:00,62.7,66.2,66.04,-16.90,1.0
4490,2021-02-16 18:45:00+01:00,-220.591,2021-02-16 18:30:00,62.7,68.38,66.04,38.18,1.0
4491,2021-02-16 19:00:00+01:00,-863.698,2021-02-16 18:45:00,62.7,61.19,66.04,29.50,1.0
4492,2021-02-16 19:15:00+01:00,-437.482,2021-02-16 19:00:00,55.27,74.32,64.3,49.39,1.0
4493,2021-02-16 19:30:00+01:00,-8.424,2021-02-16 19:15:00,55.27,64.79,64.3,-38.83,1.0
4494,2021-02-16 19:45:00+01:00,528.861,2021-02-16 19:30:00,55.27,58.44,64.3,77.23,1.0
4495,2021-02-16 20:00:00+01:00,466.005,2021-02-16 19:45:00,55.27,46.71,64.3,54.69,1.0
4496,2021-02-16 20:15:00+01:00,558.821,2021-02-16 20:00:00,48.86,79.15,60.18,91.04,1.0
4497,2021-02-16 20:30:00+01:00,801.051,2021-02-16 20:15:00,48.86,61.19,60.18,69.96,1.0
4498,2021-02-16 20:45:00+01:00,840.345,2021-02-16 20:30:00,48.86,51.26,60.18,62.87,1.0
4499,2021-02-16 21:00:00+01:00,541.368,2021-02-16 20:45:00,48.86,47.28,60.18,68.97,1.0
4500,2021-02-16 21:15:00+01:00,7.788,2021-02-16 21:00:00,48.24,60.53,52.83,126.64,1.0
4501,2021-02-16 21:30:00+01:00,129.698,2021-02-16 21:15:00,48.24,54.08,52.83,54.94,1.0
4502,2021-02-16 21:45:00+01:00,158.619,2021-02-16 21:30:00,48.24,48.21,52.83,51.11,1.0
4503,2021-02-16 22:00:00+01:00,-239.161,2021-02-16 21:45:00,48.24,38.47,52.83,-17.94,1.0
4504,2021-02-16 22:15:00+01:00,-248.654,2021-02-16 22:00:00,47.38,56.33,49.02,2.00,1.0
4505,2021-02-16 22:30:00+01:00,-294.081,2021-02-16 22:15:00,47.38,46.48,49.02,22.79,1.0
4506,2021-02-16 22:45:00+01:00,-534.322,2021-02-16 22:30:00,47.38,44.16,49.02,26.03,1.0
4507,2021-02-16 23:00:00+01:00,183.953,2021-02-16 22:45:00,47.38,35.75,49.02,60.90,1.0
4508,2021-02-16 23:15:00+01:00,168.212,2021-02-16 23:00:00,43.05,57.35,44.23,134.24,1.0
4509,2021-02-16 23:30:00+01:00,-177.641,2021-02-16 23:15:00,43.05,47.04,44.23,23.14,1.0
4510,2021-02-16 23:45:00+01:00,-696.236,2021-02-16 23:30:00,43.05,41.91,44.23,11.33,1.0
4511,2021-02-16 00:00:00+01:00,-839.126,2021-02-16 23:45:00,43.05,34.06,44.23,-7.47,1.0
4579,2021-02-17 17:00:00+01:00,-394.057,2021-02-17 16:45:00,53.8,52.55,45.91,22.67,1.0
4580,2021-02-17 17:15:00+01:00,129.036,2021-02-17 17:00:00,61.0,38.97,53.98,71.73,1.0
4581,2021-02-17 17:30:00+01:00,-406.63,2021-02-17 17:15:00,61.0,52.16,53.98,26.57,1.0
4582,2021-02-17 17:45:00+01:00,-264.949,2021-02-17 17:30:00,61.0,52.08,53.98,41.59,1.0
4583,2021-02-17 18:00:00+01:00,-357.259,2021-02-17 17:45:00,61.0,63.66,53.98,35.35,1.0
4584,2021-02-17 18:15:00+01:00,-112.422,2021-02-17 18:00:00,71.27,54.92,61.64,39.43,1.0
4585,2021-02-17 18:30:00+01:00,-181.774,2021-02-17 18:15:00,71.27,57.94,61.64,44.00,1.0
4586,2021-02-17 18:45:00+01:00,46.51,2021-02-17 18:30:00,71.27,59.55,61.64,116.85,1.0
4587,2021-02-17 19:00:00+01:00,-131.974,2021-02-17 18:45:00,71.27,56.49,61.64,29.37,1.0
4588,2021-02-17 19:15:00+01:00,89.948,2021-02-17 19:00:00,65.73,68.88,57.43,186.86,1.0
4589,2021-02-17 19:30:00+01:00,-286.518,2021-02-17 19:15:00,65.73,54.06,57.43,6.14,1.0
4590,2021-02-17 19:45:00+01:00,-591.6,2021-02-17 19:30:00,65.73,49.8,57.43,2.24,1.0
4591,2021-02-17 20:00:00+01:00,-540.688,2021-02-17 19:45:00,65.73,43.86,57.43,-32.90,1.0
4592,2021-02-17 20:15:00+01:00,-744.478,2021-02-17 20:00:00,57.6,56.13,48.64,28.14,1.0
4593,2021-02-17 20:30:00+01:00,-355.791,2021-02-17 20:15:00,57.6,49.09,48.64,30.14,1.0
4594,2021-02-17 20:45:00+01:00,32.707,2021-02-17 20:30:00,57.6,41.83,48.64,37.39,1.0
4595,2021-02-17 21:00:00+01:00,109.559,2021-02-17 20:45:00,57.6,35.65,48.64,37.31,1.0
4596,2021-02-17 21:15:00+01:00,-127.047,2021-02-17 21:00:00,48.37,50.34,43.91,13.40,1.0
4597,2021-02-17 21:30:00+01:00,-505.34,2021-02-17 21:15:00,48.37,46.46,43.91,32.76,1.0
4598,2021-02-17 21:45:00+01:00,-494.375,2021-02-17 21:30:00,48.37,40.24,43.91,1.61,1.0
4599,2021-02-17 22:00:00+01:00,-729.187,2021-02-17 21:45:00,48.37,36.1,43.91,-11.35,1.0
4600,2021-02-17 22:15:00+01:00,-103.844,2021-02-17 22:00:00,47.58,48.51,44.78,-35.13,1.0
4601,2021-02-17 22:30:00+01:00,-140.466,2021-02-17 22:15:00,47.58,45.48,44.78,13.72,1.0
4602,2021-02-17 22:45:00+01:00,359.766,2021-02-17 22:30:00,47.58,41.49,44.78,70.55,1.0
4603,2021-02-17 23:00:00+01:00,114.855,2021-02-17 22:45:00,47.58,33.4,44.78,34.12,1.0
4604,2021-02-17 23:15:00+01:00,73.022,2021-02-17 23:00:00,44.99,51.96,39.35,67.07,1.0
4605,2021-02-17 23:30:00+01:00,58.258,2021-02-17 23:15:00,44.99,42.78,39.35,74.80,1.0
4606,2021-02-17 23:45:00+01:00,146.059,2021-02-17 23:30:00,44.99,38.85,39.35,43.10,1.0
4607,2021-02-17 00:00:00+01:00,269.236,2021-02-17 23:45:00,44.99,27.1,39.35,49.11,1.0
4675,2021-02-18 17:00:00+01:00,-929.554,2021-02-18 16:45:00,43.49,45.26,41.73,3.35,1.0
4676,2021-02-18 17:15:00+01:00,-419.392,2021-02-18 17:00:00,47.6,41.51,48.2,11.03,1.0
4677,2021-02-18 17:30:00+01:00,-481.186,2021-02-18 17:15:00,47.6,45.05,48.2,12.49,1.0
