Time,,Time,BETR.,time,Day Ahead Price hourly [in EUR/MWh],Intraday Price Price Quarter Hourly  [in EUR/MWh],Intraday Price Hourly  [in EUR/MWh],Imbalance Price Quarter Hourly  [in EUR/MWh],new_col,date,Year,multiplier,spread,PnL,Cum_PnL
2021-02-02,3145,2021-02-02 18:30:00+01:00,329.2,2021-02-02 18:15:00,58.18,55.06,58.94,90.64,9,2021-02-02,2021,0,35.58,0.0,2797.8800000000006
2021-02-02,3146,2021-02-02 18:45:00+01:00,379.132,2021-02-02 18:30:00,58.18,55.4,58.94,80.46,10,2021-02-02,2021,0,25.059999999999995,0.0,2797.8800000000006
2021-02-02,3147,2021-02-02 19:00:00+01:00,260.424,2021-02-02 18:45:00,58.18,47.57,58.94,78.36,11,2021-02-02,2021,-1,30.79,-30.79,2767.0900000000006
2021-02-02,3148,2021-02-02 19:15:00+01:00,113.049,2021-02-02 19:00:00,58.06,64.76,56.02,114.42,12,2021-02-02,2021,-1,49.66,-49.66,2717.4300000000007
2021-02-02,3149,2021-02-02 19:30:00+01:00,67.979,2021-02-02 19:15:00,58.06,59.78,56.02,95.3,13,2021-02-02,2021,-1,35.519999999999996,-35.519999999999996,2681.9100000000008
2021-02-02,3150,2021-02-02 19:45:00+01:00,-22.71,2021-02-02 19:30:00,58.06,55.44,56.02,-31.15,14,2021-02-02,2021,-1,-86.59,86.59,2768.500000000001
2021-02-02,3151,2021-02-02 20:00:00+01:00,101.873,2021-02-02 19:45:00,58.06,44.37,56.02,55.74,15,2021-02-02,2021,-1,11.370000000000005,-11.370000000000005,2757.130000000001
2021-02-02,3152,2021-02-02 20:15:00+01:00,-945.315,2021-02-02 20:00:00,49.96,61.01,52.59,24.63,16,2021-02-02,2021,-1,-36.379999999999995,36.379999999999995,2793.510000000001
2021-02-02,3153,2021-02-02 20:30:00+01:00,-865.656,2021-02-02 20:15:00,49.96,55.03,52.59,22.33,17,2021-02-02,2021,-1,-32.7,32.7,2826.210000000001
2021-02-02,3154,2021-02-02 20:45:00+01:00,-820.099,2021-02-02 20:30:00,49.96,47.86,52.59,9.5,18,2021-02-02,2021,-1,-38.36,38.36,2864.570000000001
2021-02-02,3155,2021-02-02 21:00:00+01:00,-580.653,2021-02-02 20:45:00,49.96,43.11,52.59,20.79,19,2021-02-02,2021,0,-22.32,-0.0,2864.570000000001
2021-02-02,3156,2021-02-02 21:15:00+01:00,-211.744,2021-02-02 21:00:00,47.47,49.08,47.2,30.43,20,2021-02-02,2021,0,-18.65,-0.0,2864.570000000001
2021-02-02,3157,2021-02-02 21:30:00+01:00,-448.063,2021-02-02 21:15:00,47.47,46.83,47.2,24.16,21,2021-02-02,2021,-1,-22.669999999999998,22.669999999999998,2887.240000000001
2021-02-02,3158,2021-02-02 21:45:00+01:00,-540.09,2021-02-02 21:30:00,47.47,44.48,47.2,24.16,22,2021-02-02,2021,-1,-20.319999999999997,20.319999999999997,2907.5600000000013
2021-02-02,3159,2021-02-02 22:00:00+01:00,-910.41,2021-02-02 21:45:00,47.47,39.51,47.2,-0.63,23,2021-02-02,2021,-1,-40.14,40.14,2947.700000000001
2021-02-02,3160,2021-02-02 22:15:00+01:00,-745.395,2021-02-02 22:00:00,46.54,59.85,46.9,19.53,24,2021-02-02,2021,-1,-40.32,40.32,2988.0200000000013
2021-02-02,3161,2021-02-02 22:30:00+01:00,-632.406,2021-02-02 22:15:00,46.54,46.05,46.9,22.13,25,2021-02-02,2021,-1,-23.919999999999998,23.919999999999998,3011.9400000000014
2021-02-02,3162,2021-02-02 22:45:00+01:00,-626.902,2021-02-02 22:30:00,46.54,39.93,46.9,12.76,26,2021-02-02,2021,-1,-27.17,27.17,3039.1100000000015
2021-02-02,3163,2021-02-02 23:00:00+01:00,33.826,2021-02-02 22:45:00,46.54,33.05,46.9,24.79,27,2021-02-02,2021,-1,-8.259999999999998,8.259999999999998,3047.3700000000017
2021-02-02,3164,2021-02-02 23:15:00+01:00,-149.143,2021-02-02 23:00:00,40.62,48.15,40.66,9.62,28,2021-02-02,2021,-1,-38.53,38.53,3085.900000000002
2021-02-02,3165,2021-02-02 23:30:00+01:00,114.737,2021-02-02 23:15:00,40.62,41.29,40.66,155.78,29,2021-02-02,2021,-1,114.49000000000001,-114.49000000000001,2971.4100000000017
2021-02-02,3166,2021-02-02 23:45:00+01:00,-73.223,2021-02-02 23:30:00,40.62,41.34,40.66,16.76,30,2021-02-02,2021,-1,-24.580000000000002,24.580000000000002,2995.9900000000016
2021-02-02,3167,2021-02-02 00:00:00+01:00,-443.23,2021-02-02 23:45:00,40.62,34.92,40.66,15.99,31,2021-02-02,2021,-1,-18.93,18.93,3014.9200000000014
2021-02-03,3233,2021-02-03 16:30:00+01:00,-157.255,2021-02-03 16:15:00,42.01,45.88,50.44,21.09,1,2021-02-03,2021,0,-24.790000000000003,-0.0,3014.9200000000014
2021-02-03,3234,2021-02-03 16:45:00+01:00,349.997,2021-02-03 16:30:00,42.01,45.08,50.44,43.27,2,2021-02-03,2021,0,-1.8099999999999952,-0.0,3014.9200000000014
2021-02-03,3235,2021-02-03 17:00:00+01:00,413.705,2021-02-03 16:45:00,42.01,47.57,50.44,60.28,3,2021-02-03,2021,-1,12.71,-12.71,3002.2100000000014
2021-02-03,3236,2021-02-03 17:15:00+01:00,501.447,2021-02-03 17:00:00,48.01,40.92,52.35,57.81,4,2021-02-03,2021,-1,16.89,-16.89,2985.3200000000015
2021-02-03,3237,2021-02-03 17:30:00+01:00,487.587,2021-02-03 17:15:00,48.01,56.1,52.35,74.69,5,2021-02-03,2021,0,18.589999999999996,0.0,2985.3200000000015
2021-02-03,3238,2021-02-03 17:45:00+01:00,571.847,2021-02-03 17:30:00,48.01,60.39,52.35,80.66,6,2021-02-03,2021,0,20.269999999999996,0.0,2985.3200000000015
2021-02-03,3239,2021-02-03 18:00:00+01:00,271.312,2021-02-03 17:45:00,48.01,62.69,52.35,102.18,7,2021-02-03,2021,0,39.49000000000001,0.0,2985.3200000000015
2021-02-03,3240,2021-02-03 18:15:00+01:00,212.23,2021-02-03 18:00:00,53.25,63.65,57.66,73.77,8,2021-02-03,2021,0,10.119999999999997,0.0,2985.3200000000015
2021-02-03,3241,2021-02-03 18:30:00+01:00,302.467,2021-02-03 18:15:00,53.25,58.49,57.66,69.56,9,2021-02-03,2021,0,11.07,0.0,2985.3200000000015
2021-02-03,3242,2021-02-03 18:45:00+01:00,101.716,2021-02-03 18:30:00,53.25,57.17,57.66,63.03,10,2021-02-03,2021,0,5.859999999999999,0.0,2985.3200000000015
2021-02-03,3243,2021-02-03 19:00:00+01:00,-31.542,2021-02-03 18:45:00,53.25,55.72,57.66,5.28,11,2021-02-03,2021,-1,-50.44,50.44,3035.7600000000016
2021-02-03,3244,2021-02-03 19:15:00+01:00,133.966,2021-02-03 19:00:00,50.86,59.0,55.4,80.76,12,2021-02-03,2021,-1,21.760000000000005,-21.760000000000005,3014.0000000000014
2021-02-03,3245,2021-02-03 19:30:00+01:00,-218.434,2021-02-03 19:15:00,50.86,54.48,55.4,31.23,13,2021-02-03,2021,-1,-23.249999999999996,23.249999999999996,3037.2500000000014
2021-02-03,3246,2021-02-03 19:45:00+01:00,476.046,2021-02-03 19:30:00,50.86,51.12,55.4,61.82,14,2021-02-03,2021,-1,10.700000000000003,-10.700000000000003,3026.5500000000015
2021-02-03,3247,2021-02-03 20:00:00+01:00,281.03,2021-02-03 19:45:00,50.86,46.66,55.4,50.36,15,2021-02-03,2021,-1,3.700000000000003,-3.700000000000003,3022.8500000000017
2021-02-03,3248,2021-02-03 20:15:00+01:00,24.261,2021-02-03 20:00:00,43.71,57.9,46.22,93.84,16,2021-02-03,2021,-1,35.940000000000005,-35.940000000000005,2986.9100000000017
2021-02-03,3249,2021-02-03 20:30:00+01:00,408.812,2021-02-03 20:15:00,43.71,50.32,46.22,60.58,17,2021-02-03,2021,-1,10.259999999999998,-10.259999999999998,2976.6500000000015
2021-02-03,3250,2021-02-03 20:45:00+01:00,444.295,2021-02-03 20:30:00,43.71,43.2,46.22,56.86,18,2021-02-03,2021,-1,13.659999999999997,-13.659999999999997,2962.9900000000016
2021-02-03,3251,2021-02-03 21:00:00+01:00,132.875,2021-02-03 20:45:00,43.71,37.81,46.22,45.57,19,2021-02-03,2021,0,7.759999999999998,0.0,2962.9900000000016
2021-02-03,3252,2021-02-03 21:15:00+01:00,222.067,2021-02-03 21:00:00,41.79,46.23,38.68,49.64,20,2021-02-03,2021,0,3.4100000000000037,0.0,2962.9900000000016
2021-02-03,3253,2021-02-03 21:30:00+01:00,152.874,2021-02-03 21:15:00,41.79,42.98,38.68,44.07,21,2021-02-03,2021,-1,1.0900000000000034,-1.0900000000000034,2961.9000000000015
2021-02-03,3254,2021-02-03 21:45:00+01:00,10.896,2021-02-03 21:30:00,41.79,39.0,38.68,38.36,22,2021-02-03,2021,-1,-0.6400000000000006,0.6400000000000006,2962.5400000000013
2021-02-03,3255,2021-02-03 22:00:00+01:00,365.267,2021-02-03 21:45:00,41.79,21.4,38.68,31.93,23,2021-02-03,2021,-1,10.530000000000001,-10.530000000000001,2952.010000000001
2021-02-03,3256,2021-02-03 22:15:00+01:00,595.58,2021-02-03 22:00:00,40.15,47.73,36.59,54.92,24,2021-02-03,2021,-1,7.190000000000005,-7.190000000000005,2944.820000000001
2021-02-03,3257,2021-02-03 22:30:00+01:00,380.135,2021-02-03 22:15:00,40.15,37.76,36.59,43.56,25,2021-02-03,2021,-1,5.800000000000004,-5.800000000000004,2939.020000000001
2021-02-03,3258,2021-02-03 22:45:00+01:00,147.846,2021-02-03 22:30:00,40.15,35.17,36.59,37.95,26,2021-02-03,2021,-1,2.780000000000001,-2.780000000000001,2936.2400000000007
2021-02-03,3259,2021-02-03 23:00:00+01:00,467.365,2021-02-03 22:45:00,40.15,23.97,36.59,37.53,27,2021-02-03,2021,-1,13.560000000000002,-13.560000000000002,2922.6800000000007
2021-02-03,3260,2021-02-03 23:15:00+01:00,872.719,2021-02-03 23:00:00,35.51,50.36,32.45,70.29,28,2021-02-03,2021,-1,19.930000000000007,-19.930000000000007,2902.750000000001
2021-02-03,3261,2021-02-03 23:30:00+01:00,1071.41,2021-02-03 23:15:00,35.51,40.61,32.45,54.14,29,2021-02-03,2021,-1,13.530000000000001,-13.530000000000001,2889.2200000000007
2021-02-03,3262,2021-02-03 23:45:00+01:00,1026.35,2021-02-03 23:30:00,35.51,33.64,32.45,50.63,30,2021-02-03,2021,-1,16.990000000000002,-16.990000000000002,2872.230000000001
2021-02-03,3263,2021-02-03 00:00:00+01:00,1003.648,2021-02-03 23:45:00,35.51,17.68,32.45,42.93,31,2021-02-03,2021,-1,25.25,-25.25,2846.980000000001
2021-02-04,3329,2021-02-04 16:30:00+01:00,104.275,2021-02-04 16:15:00,59.42,54.99,56.9,62.78,1,2021-02-04,2021,0,7.789999999999999,0.0,2846.980000000001
2021-02-04,3330,2021-02-04 16:45:00+01:00,-214.825,2021-02-04 16:30:00,59.42,58.27,56.9,40.92,2,2021-02-04,2021,0,-17.35,-0.0,2846.980000000001
2021-02-04,3331,2021-02-04 17:00:00+01:00,-650.594,2021-02-04 16:45:00,59.42,70.18,56.9,34.81,3,2021-02-04,2021,-1,-35.370000000000005,35.370000000000005,2882.350000000001
2021-02-04,3332,2021-02-04 17:15:00+01:00,-984.197,2021-02-04 17:00:00,71.5,52.91,69.2,5.74,4,2021-02-04,2021,-1,-47.169999999999995,47.169999999999995,2929.520000000001
2021-02-04,3333,2021-02-04 17:30:00+01:00,-671.756,2021-02-04 17:15:00,71.5,63.54,69.2,19.82,5,2021-02-04,2021,0,-43.72,-0.0,2929.520000000001
2021-02-04,3334,2021-02-04 17:45:00+01:00,-288.469,2021-02-04 17:30:00,71.5,67.75,69.2,39.72,6,2021-02-04,2021,0,-28.03,-0.0,2929.520000000001
2021-02-04,3335,2021-02-04 18:00:00+01:00,56.699,2021-02-04 17:45:00,71.5,73.31,69.2,187.19,7,2021-02-04,2021,0,113.88,0.0,2929.520000000001
2021-02-04,3336,2021-02-04 18:15:00+01:00,490.231,2021-02-04 18:00:00,71.5,68.08,68.55,72.87,8,2021-02-04,2021,0,4.790000000000006,0.0,2929.520000000001
2021-02-04,3337,2021-02-04 18:30:00+01:00,-163.803,2021-02-04 18:15:00,71.5,60.63,68.55,29.91,9,2021-02-04,2021,0,-30.720000000000002,-0.0,2929.520000000001
2021-02-04,3338,2021-02-04 18:45:00+01:00,-507.729,2021-02-04 18:30:00,71.5,62.51,68.55,19.66,10,2021-02-04,2021,0,-42.849999999999994,-0.0,2929.520000000001
2021-02-04,3339,2021-02-04 19:00:00+01:00,-650.976,2021-02-04 18:45:00,71.5,57.05,68.55,25.16,11,2021-02-04,2021,-1,-31.889999999999997,31.889999999999997,2961.4100000000008
2021-02-04,3340,2021-02-04 19:15:00+01:00,-452.744,2021-02-04 19:00:00,67.51,71.89,64.13,38.76,12,2021-02-04,2021,-1,-33.13,33.13,2994.540000000001
2021-02-04,3341,2021-02-04 19:30:00+01:00,-653.086,2021-02-04 19:15:00,67.51,52.69,64.13,25.16,13,2021-02-04,2021,-1,-27.529999999999998,27.529999999999998,3022.070000000001
2021-02-04,3342,2021-02-04 19:45:00+01:00,-219.301,2021-02-04 19:30:00,67.51,52.89,64.13,20.53,14,2021-02-04,2021,-1,-32.36,32.36,3054.430000000001
2021-02-04,3343,2021-02-04 20:00:00+01:00,575.992,2021-02-04 19:45:00,67.51,50.94,64.13,57.81,15,2021-02-04,2021,-1,6.8700000000000045,-6.8700000000000045,3047.5600000000013
2021-02-04,3344,2021-02-04 20:15:00+01:00,73.569,2021-02-04 20:00:00,59.39,64.82,56.59,179.17,16,2021-02-04,2021,-1,114.35,-114.35,2933.2100000000014
2021-02-04,3345,2021-02-04 20:30:00+01:00,166.921,2021-02-04 20:15:00,59.39,60.16,56.59,206.51,17,2021-02-04,2021,-1,146.35,-146.35,2786.8600000000015
2021-02-04,3346,2021-02-04 20:45:00+01:00,-19.782,2021-02-04 20:30:00,59.39,58.28,56.59,-41.41,18,2021-02-04,2021,-1,-99.69,99.69,2886.5500000000015
2021-02-04,3347,2021-02-04 21:00:00+01:00,-189.329,2021-02-04 20:45:00,59.39,47.97,56.59,7.14,19,2021-02-04,2021,0,-40.83,-0.0,2886.5500000000015
2021-02-04,3348,2021-02-04 21:15:00+01:00,-11.638,2021-02-04 21:00:00,53.78,64.73,50.44,-53.61,20,2021-02-04,2021,0,-118.34,-0.0,2886.5500000000015
2021-02-04,3349,2021-02-04 21:30:00+01:00,135.035,2021-02-04 21:15:00,53.78,53.73,50.44,70.78,21,2021-02-04,2021,-1,17.050000000000004,-17.050000000000004,2869.5000000000014
2021-02-04,3350,2021-02-04 21:45:00+01:00,306.196,2021-02-04 21:30:00,53.78,45.43,50.44,56.53,22,2021-02-04,2021,-1,11.100000000000001,-11.100000000000001,2858.4000000000015
2021-02-04,3351,2021-02-04 22:00:00+01:00,149.457,2021-02-04 21:45:00,53.78,38.47,50.44,45.43,23,2021-02-04,2021,-1,6.960000000000001,-6.960000000000001,2851.4400000000014
2021-02-04,3352,2021-02-04 22:15:00+01:00,1012.715,2021-02-04 22:00:00,52.7,53.83,47.23,433.88,24,2021-02-04,2021,-1,380.05,-380.05,2471.3900000000012
2021-02-04,3353,2021-02-04 22:30:00+01:00,702.593,2021-02-04 22:15:00,52.7,50.87,47.23,121.04,25,2021-02-04,2021,-1,70.17000000000002,-70.17000000000002,2401.220000000001
2021-02-04,3354,2021-02-04 22:45:00+01:00,517.008,2021-02-04 22:30:00,52.7,49.42,47.23,70.87,26,2021-02-04,2021,-1,21.450000000000003,-21.450000000000003,2379.7700000000013
2021-02-04,3355,2021-02-04 23:00:00+01:00,449.062,2021-02-04 22:45:00,52.7,42.8,47.23,60.28,27,2021-02-04,2021,-1,17.480000000000004,-17.480000000000004,2362.2900000000013
2021-02-04,3356,2021-02-04 23:15:00+01:00,458.767,2021-02-04 23:00:00,46.22,59.32,44.14,78.18,28,2021-02-04,2021,-1,18.860000000000007,-18.860000000000007,2343.430000000001
2021-02-04,3357,2021-02-04 23:30:00+01:00,527.121,2021-02-04 23:15:00,46.22,51.24,44.14,68.14,29,2021-02-04,2021,-1,16.9,-16.9,2326.530000000001
2021-02-04,3358,2021-02-04 23:45:00+01:00,455.816,2021-02-04 23:30:00,46.22,37.94,44.14,55.04,30,2021-02-04,2021,-1,17.1,-17.1,2309.430000000001
2021-02-04,3359,2021-02-04 00:00:00+01:00,272.508,2021-02-04 23:45:00,46.22,32.23,44.14,40.87,31,2021-02-04,2021,-1,8.64,-8.64,2300.7900000000013
2021-02-05,3425,2021-02-05 16:30:00+01:00,716.218,2021-02-05 16:15:00,49.69,45.39,46.49,73.35,1,2021-02-05,2021,0,27.959999999999994,0.0,2300.7900000000013
2021-02-05,3426,2021-02-05 16:45:00+01:00,367.729,2021-02-05 16:30:00,49.69,49.77,46.49,99.69,2,2021-02-05,2021,0,49.919999999999995,0.0,2300.7900000000013
2021-02-05,3427,2021-02-05 17:00:00+01:00,4.279,2021-02-05 16:45:00,49.69,57.86,46.49,122.84,3,2021-02-05,2021,-1,64.98,-64.98,2235.8100000000013
2021-02-05,3428,2021-02-05 17:15:00+01:00,-214.347,2021-02-05 17:00:00,56.92,40.51,51.01,18.94,4,2021-02-05,2021,-1,-21.569999999999997,21.569999999999997,2257.3800000000015
2021-02-05,3429,2021-02-05 17:30:00+01:00,-372.268,2021-02-05 17:15:00,56.92,51.36,51.01,22.75,5,2021-02-05,2021,0,-28.61,-0.0,2257.3800000000015
2021-02-05,3430,2021-02-05 17:45:00+01:00,-309.83,2021-02-05 17:30:00,56.92,49.59,51.01,39.11,6,2021-02-05,2021,0,-10.480000000000004,-0.0,2257.3800000000015
2021-02-05,3431,2021-02-05 18:00:00+01:00,214.664,2021-02-05 17:45:00,56.92,54.57,51.01,102.0,7,2021-02-05,2021,0,47.43,0.0,2257.3800000000015
2021-02-05,3432,2021-02-05 18:15:00+01:00,573.605,2021-02-05 18:00:00,58.63,53.06,51.12,57.56,8,2021-02-05,2021,0,4.5,0.0,2257.3800000000015
2021-02-05,3433,2021-02-05 18:30:00+01:00,523.013,2021-02-05 18:15:00,58.63,45.37,51.12,77.65,9,2021-02-05,2021,0,32.28000000000001,0.0,2257.3800000000015
2021-02-05,3434,2021-02-05 18:45:00+01:00,373.233,2021-02-05 18:30:00,58.63,56.56,51.12,83.55,10,2021-02-05,2021,0,26.989999999999995,0.0,2257.3800000000015
2021-02-05,3435,2021-02-05 19:00:00+01:00,113.452,2021-02-05 18:45:00,58.63,55.17,51.12,83.87,11,2021-02-05,2021,-1,28.700000000000003,-28.700000000000003,2228.6800000000017
2021-02-05,3436,2021-02-05 19:15:00+01:00,-5.819,2021-02-05 19:00:00,57.46,66.84,53.53,-49.61,12,2021-02-05,2021,-1,-116.45,116.45,2345.1300000000015
2021-02-05,3437,2021-02-05 19:30:00+01:00,7.2,2021-02-05 19:15:00,57.46,63.82,53.53,110.16,13,2021-02-05,2021,-1,46.339999999999996,-46.339999999999996,2298.7900000000013
2021-02-05,3438,2021-02-05 19:45:00+01:00,85.912,2021-02-05 19:30:00,57.46,52.38,53.53,92.04,14,2021-02-05,2021,-1,39.660000000000004,-39.660000000000004,2259.1300000000015
2021-02-05,3439,2021-02-05 20:00:00+01:00,-66.35,2021-02-05 19:45:00,57.46,42.99,53.53,18.9,15,2021-02-05,2021,-1,-24.090000000000003,24.090000000000003,2283.2200000000016
2021-02-05,3440,2021-02-05 20:15:00+01:00,-125.437,2021-02-05 20:00:00,51.1,60.3,50.53,-10.26,16,2021-02-05,2021,-1,-70.56,70.56,2353.7800000000016
2021-02-05,3441,2021-02-05 20:30:00+01:00,-13.857,2021-02-05 20:15:00,51.1,52.34,50.53,-54.05,17,2021-02-05,2021,-1,-106.39,106.39,2460.1700000000014
2021-02-05,3442,2021-02-05 20:45:00+01:00,203.358,2021-02-05 20:30:00,51.1,49.44,50.53,86.47,18,2021-02-05,2021,-1,37.03,-37.03,2423.1400000000012
2021-02-05,3443,2021-02-05 21:00:00+01:00,12.381,2021-02-05 20:45:00,51.1,42.77,50.53,48.3,19,2021-02-05,2021,0,5.529999999999994,0.0,2423.1400000000012
2021-02-05,3444,2021-02-05 21:15:00+01:00,85.813,2021-02-05 21:00:00,49.89,57.67,49.56,177.48,20,2021-02-05,2021,0,119.80999999999999,0.0,2423.1400000000012
2021-02-05,3445,2021-02-05 21:30:00+01:00,309.092,2021-02-05 21:15:00,49.89,61.36,49.56,155.96,21,2021-02-05,2021,-1,94.60000000000001,-94.60000000000001,2328.5400000000013
2021-02-05,3446,2021-02-05 21:45:00+01:00,188.615,2021-02-05 21:30:00,49.89,62.86,49.56,102.49,22,2021-02-05,2021,-1,39.629999999999995,-39.629999999999995,2288.910000000001
2021-02-05,3447,2021-02-05 22:00:00+01:00,57.891,2021-02-05 21:45:00,49.89,54.08,49.56,101.64,23,2021-02-05,2021,-1,47.56,-47.56,2241.3500000000013
2021-02-05,3448,2021-02-05 22:15:00+01:00,-96.239,2021-02-05 22:00:00,48.49,61.87,54.93,13.48,24,2021-02-05,2021,-1,-48.39,48.39,2289.740000000001
2021-02-05,3449,2021-02-05 22:30:00+01:00,-374.884,2021-02-05 22:15:00,48.49,66.2,54.93,21.26,25,2021-02-05,2021,-1,-44.94,44.94,2334.680000000001
2021-02-05,3450,2021-02-05 22:45:00+01:00,-56.548,2021-02-05 22:30:00,48.49,51.5,54.93,-41.94,26,2021-02-05,2021,-1,-93.44,93.44,2428.1200000000013
2021-02-05,3451,2021-02-05 23:00:00+01:00,-39.457,2021-02-05 22:45:00,48.49,49.85,54.93,-58.7,27,2021-02-05,2021,-1,-108.55000000000001,108.55000000000001,2536.6700000000014
2021-02-05,3452,2021-02-05 23:15:00+01:00,216.513,2021-02-05 23:00:00,43.58,63.59,51.75,219.21,28,2021-02-05,2021,-1,155.62,-155.62,2381.0500000000015
2021-02-05,3453,2021-02-05 23:30:00+01:00,167.739,2021-02-05 23:15:00,43.58,65.63,51.75,199.5,29,2021-02-05,2021,-1,133.87,-133.87,2247.1800000000017
2021-02-05,3454,2021-02-05 23:45:00+01:00,-186.671,2021-02-05 23:30:00,43.58,62.77,51.75,23.21,30,2021-02-05,2021,-1,-39.56,39.56,2286.7400000000016
2021-02-05,3455,2021-02-05 00:00:00+01:00,-33.783,2021-02-05 23:45:00,43.58,41.04,51.75,16.56,31,2021-02-05,2021,-1,-24.48,24.48,2311.2200000000016
2021-02-06,3522,2021-02-06 16:45:00+01:00,-498.214,2021-02-06 16:30:00,30.92,31.86,39.46,-10.25,1,2021-02-06,2021,0,-42.11,-0.0,2311.2200000000016
2021-02-06,3523,2021-02-06 17:00:00+01:00,-661.644,2021-02-06 16:45:00,30.92,31.27,39.46,-8.58,2,2021-02-06,2021,0,-39.85,-0.0,2311.2200000000016
2021-02-06,3524,2021-02-06 17:15:00+01:00,174.765,2021-02-06 17:00:00,39.44,18.69,39.27,9.03,3,2021-02-06,2021,-1,-9.660000000000002,9.660000000000002,2320.8800000000015
2021-02-06,3525,2021-02-06 17:30:00+01:00,88.734,2021-02-06 17:15:00,39.44,27.56,39.27,32.95,4,2021-02-06,2021,-1,5.390000000000004,-5.390000000000004,2315.4900000000016
2021-02-06,3526,2021-02-06 17:45:00+01:00,508.932,2021-02-06 17:30:00,39.44,34.75,39.27,56.23,5,2021-02-06,2021,0,21.479999999999997,0.0,2315.4900000000016
2021-02-06,3527,2021-02-06 18:00:00+01:00,533.425,2021-02-06 17:45:00,39.44,39.07,39.27,61.16,6,2021-02-06,2021,0,22.089999999999996,0.0,2315.4900000000016
2021-02-06,3528,2021-02-06 18:15:00+01:00,-73.269,2021-02-06 18:00:00,43.95,49.74,41.96,-42.58,7,2021-02-06,2021,0,-92.32,-0.0,2315.4900000000016
2021-02-06,3529,2021-02-06 18:30:00+01:00,-341.858,2021-02-06 18:15:00,43.95,45.35,41.96,-18.72,8,2021-02-06,2021,0,-64.07,-0.0,2315.4900000000016
2021-02-06,3530,2021-02-06 18:45:00+01:00,-480.537,2021-02-06 18:30:00,43.95,41.6,41.96,-41.6,9,2021-02-06,2021,0,-83.2,-0.0,2315.4900000000016
2021-02-06,3531,2021-02-06 19:00:00+01:00,-368.15,2021-02-06 18:45:00,43.95,25.72,41.96,-37.53,10,2021-02-06,2021,0,-63.25,-0.0,2315.4900000000016
2021-02-06,3532,2021-02-06 19:15:00+01:00,62.942,2021-02-06 19:00:00,42.98,52.1,36.88,85.84,11,2021-02-06,2021,-1,33.74,-33.74,2281.750000000002
2021-02-06,3533,2021-02-06 19:30:00+01:00,-178.136,2021-02-06 19:15:00,42.98,36.09,36.88,-10.69,12,2021-02-06,2021,-1,-46.78,46.78,2328.530000000002
2021-02-06,3534,2021-02-06 19:45:00+01:00,390.892,2021-02-06 19:30:00,42.98,22.67,36.88,34.28,13,2021-02-06,2021,-1,11.61,-11.61,2316.920000000002
2021-02-06,3535,2021-02-06 20:00:00+01:00,186.04,2021-02-06 19:45:00,42.98,12.01,36.88,34.57,14,2021-02-06,2021,-1,22.560000000000002,-22.560000000000002,2294.360000000002
2021-02-06,3536,2021-02-06 20:15:00+01:00,363.243,2021-02-06 20:00:00,35.31,34.2,13.91,224.1,15,2021-02-06,2021,-1,189.89999999999998,-189.89999999999998,2104.460000000002
2021-02-06,3537,2021-02-06 20:30:00+01:00,-254.474,2021-02-06 20:15:00,35.31,22.1,13.91,-8.45,16,2021-02-06,2021,-1,-30.55,30.55,2135.010000000002
2021-02-06,3538,2021-02-06 20:45:00+01:00,257.887,2021-02-06 20:30:00,35.31,-1.08,13.91,41.36,17,2021-02-06,2021,-1,42.44,-42.44,2092.570000000002
2021-02-06,3539,2021-02-06 21:00:00+01:00,848.227,2021-02-06 20:45:00,35.31,-7.12,13.91,28.58,18,2021-02-06,2021,-1,35.699999999999996,-35.699999999999996,2056.870000000002
2021-02-06,3540,2021-02-06 21:15:00+01:00,336.314,2021-02-06 21:00:00,30.29,27.35,15.04,216.35,19,2021-02-06,2021,0,189.0,0.0,2056.870000000002
2021-02-06,3541,2021-02-06 21:30:00+01:00,145.97,2021-02-06 21:15:00,30.29,28.28,15.04,99.86,20,2021-02-06,2021,0,71.58,0.0,2056.870000000002
2021-02-06,3542,2021-02-06 21:45:00+01:00,28.561,2021-02-06 21:30:00,30.29,5.68,15.04,124.52,21,2021-02-06,2021,-1,118.84,-118.84,1938.0300000000022
2021-02-06,3543,2021-02-06 22:00:00+01:00,-157.462,2021-02-06 21:45:00,30.29,9.33,15.04,-79.18,22,2021-02-06,2021,-1,-88.51,88.51,2026.5400000000022
2021-02-06,3544,2021-02-06 22:15:00+01:00,170.567,2021-02-06 22:00:00,26.03,35.54,10.94,155.38,23,2021-02-06,2021,-1,119.84,-119.84,1906.7000000000023
2021-02-06,3545,2021-02-06 22:30:00+01:00,31.839,2021-02-06 22:15:00,26.03,26.52,10.94,40.84,24,2021-02-06,2021,-1,14.320000000000004,-14.320000000000004,1892.3800000000024
2021-02-06,3546,2021-02-06 22:45:00+01:00,-65.928,2021-02-06 22:30:00,26.03,12.22,10.94,-99.96,25,2021-02-06,2021,-1,-112.17999999999999,112.17999999999999,2004.5600000000024
2021-02-06,3547,2021-02-06 23:00:00+01:00,-219.755,2021-02-06 22:45:00,26.03,-6.7,10.94,-74.63,26,2021-02-06,2021,-1,-67.92999999999999,67.92999999999999,2072.4900000000025
2021-02-06,3548,2021-02-06 23:15:00+01:00,-668.994,2021-02-06 23:00:00,11.94,25.79,3.21,-114.23,27,2021-02-06,2021,-1,-140.02,140.02,2212.5100000000025
