Time,,Time,BETR.,time,Day Ahead Price hourly [in EUR/MWh],Intraday Price Price Quarter Hourly  [in EUR/MWh],Intraday Price Hourly  [in EUR/MWh],Imbalance Price Quarter Hourly  [in EUR/MWh],new_col,date,Year,multiplier,spread,PnL,Cum_PnL
2021-05-05,11990,2021-05-05 22:45:00+02:00,-595.242,2021-05-05 22:30:00,55.73,71.03,78.0,13.75,11,2021-05-05,2021,-1,-57.28,57.28,5645.330000000011
2021-05-05,11991,2021-05-05 23:00:00+02:00,-506.542,2021-05-05 22:45:00,55.73,53.09,78.0,6.47,12,2021-05-05,2021,-1,-46.620000000000005,46.620000000000005,5691.950000000011
2021-05-05,11992,2021-05-05 23:15:00+02:00,-475.121,2021-05-05 23:00:00,52.01,90.96,74.43,30.28,13,2021-05-05,2021,-1,-60.67999999999999,60.67999999999999,5752.630000000011
2021-05-05,11993,2021-05-05 23:30:00+02:00,-211.302,2021-05-05 23:15:00,52.01,74.13,74.43,24.43,14,2021-05-05,2021,-1,-49.699999999999996,49.699999999999996,5802.330000000011
2021-05-05,11994,2021-05-05 23:45:00+02:00,136.251,2021-05-05 23:30:00,52.01,53.34,74.43,43.58,15,2021-05-05,2021,-1,-9.760000000000005,9.760000000000005,5812.090000000011
2021-05-05,11995,2021-05-05 00:00:00+02:00,523.803,2021-05-05 23:45:00,52.01,44.71,74.43,42.97,16,2021-05-05,2021,-1,-1.740000000000002,1.740000000000002,5813.830000000011
2021-05-06,12076,2021-05-06 20:15:00+02:00,314.485,2021-05-06 20:00:00,92.73,82.24,96.63,96.37,1,2021-05-06,2021,0,14.13000000000001,0.0,5813.830000000011
2021-05-06,12077,2021-05-06 20:30:00+02:00,400.075,2021-05-06 20:15:00,92.73,74.63,96.63,101.24,2,2021-05-06,2021,0,26.61,0.0,5813.830000000011
2021-05-06,12078,2021-05-06 20:45:00+02:00,648.795,2021-05-06 20:30:00,92.73,84.85,96.63,123.04,3,2021-05-06,2021,-1,38.19000000000001,-38.19000000000001,5775.640000000011
2021-05-06,12079,2021-05-06 21:00:00+02:00,126.414,2021-05-06 20:45:00,92.73,76.41,96.63,88.83,4,2021-05-06,2021,-1,12.420000000000002,-12.420000000000002,5763.220000000011
2021-05-06,12080,2021-05-06 21:15:00+02:00,509.448,2021-05-06 21:00:00,85.0,99.79,85.52,135.96,5,2021-05-06,2021,0,36.17,0.0,5763.220000000011
2021-05-06,12081,2021-05-06 21:30:00+02:00,481.418,2021-05-06 21:15:00,85.0,81.72,85.52,114.6,6,2021-05-06,2021,0,32.879999999999995,0.0,5763.220000000011
2021-05-06,12082,2021-05-06 21:45:00+02:00,301.555,2021-05-06 21:30:00,85.0,78.7,85.52,116.01,7,2021-05-06,2021,0,37.31,0.0,5763.220000000011
2021-05-06,12083,2021-05-06 22:00:00+02:00,283.617,2021-05-06 21:45:00,85.0,82.69,85.52,95.63,8,2021-05-06,2021,0,12.939999999999998,0.0,5763.220000000011
2021-05-06,12084,2021-05-06 22:15:00+02:00,298.717,2021-05-06 22:00:00,80.0,100.42,79.12,123.08,9,2021-05-06,2021,0,22.659999999999997,0.0,5763.220000000011
2021-05-06,12085,2021-05-06 22:30:00+02:00,-65.025,2021-05-06 22:15:00,80.0,82.17,79.12,62.71,10,2021-05-06,2021,0,-19.46,-0.0,5763.220000000011
2021-05-06,12086,2021-05-06 22:45:00+02:00,-80.535,2021-05-06 22:30:00,80.0,76.45,79.12,57.35,11,2021-05-06,2021,-1,-19.1,19.1,5782.3200000000115
2021-05-06,12087,2021-05-06 23:00:00+02:00,-60.923,2021-05-06 22:45:00,80.0,60.49,79.12,39.64,12,2021-05-06,2021,-1,-20.85,20.85,5803.170000000012
2021-05-06,12088,2021-05-06 23:15:00+02:00,132.478,2021-05-06 23:00:00,74.44,92.68,71.2,118.71,13,2021-05-06,2021,-1,26.029999999999987,-26.029999999999987,5777.140000000012
2021-05-06,12089,2021-05-06 23:30:00+02:00,306.089,2021-05-06 23:15:00,74.44,68.95,71.2,73.81,14,2021-05-06,2021,-1,4.859999999999999,-4.859999999999999,5772.2800000000125
2021-05-06,12090,2021-05-06 23:45:00+02:00,256.767,2021-05-06 23:30:00,74.44,60.61,71.2,89.59,15,2021-05-06,2021,-1,28.980000000000004,-28.980000000000004,5743.300000000013
2021-05-06,12091,2021-05-06 00:00:00+02:00,534.191,2021-05-06 23:45:00,74.44,52.78,71.2,68.48,16,2021-05-06,2021,-1,15.700000000000003,-15.700000000000003,5727.600000000013
2021-05-07,12172,2021-05-07 20:15:00+02:00,-37.089,2021-05-07 20:00:00,84.2,51.35,66.0,-36.67,1,2021-05-07,2021,0,-88.02000000000001,-0.0,5727.600000000013
2021-05-07,12173,2021-05-07 20:30:00+02:00,339.718,2021-05-07 20:15:00,84.2,65.83,66.0,122.86,2,2021-05-07,2021,0,57.03,0.0,5727.600000000013
2021-05-07,12174,2021-05-07 20:45:00+02:00,324.899,2021-05-07 20:30:00,84.2,79.18,66.0,124.42,3,2021-05-07,2021,-1,45.239999999999995,-45.239999999999995,5682.360000000013
2021-05-07,12175,2021-05-07 21:00:00+02:00,-14.184,2021-05-07 20:45:00,84.2,74.82,66.0,-40.03,4,2021-05-07,2021,-1,-114.85,114.85,5797.210000000014
2021-05-07,12176,2021-05-07 21:15:00+02:00,-8.364,2021-05-07 21:00:00,81.15,86.08,73.18,-29.71,5,2021-05-07,2021,0,-115.78999999999999,-0.0,5797.210000000014
2021-05-07,12177,2021-05-07 21:30:00+02:00,189.023,2021-05-07 21:15:00,81.15,76.58,73.18,115.7,6,2021-05-07,2021,0,39.120000000000005,0.0,5797.210000000014
2021-05-07,12178,2021-05-07 21:45:00+02:00,571.044,2021-05-07 21:30:00,81.15,68.65,73.18,80.43,7,2021-05-07,2021,0,11.780000000000001,0.0,5797.210000000014
2021-05-07,12179,2021-05-07 22:00:00+02:00,514.672,2021-05-07 21:45:00,81.15,60.32,73.18,78.82,8,2021-05-07,2021,0,18.499999999999993,0.0,5797.210000000014
2021-05-07,12180,2021-05-07 22:15:00+02:00,483.823,2021-05-07 22:00:00,76.84,91.61,71.06,127.4,9,2021-05-07,2021,0,35.790000000000006,0.0,5797.210000000014
2021-05-07,12181,2021-05-07 22:30:00+02:00,330.99,2021-05-07 22:15:00,76.84,89.96,71.06,144.82,10,2021-05-07,2021,0,54.86,0.0,5797.210000000014
2021-05-07,12182,2021-05-07 22:45:00+02:00,429.446,2021-05-07 22:30:00,76.84,69.46,71.06,95.1,11,2021-05-07,2021,-1,25.64,-25.64,5771.570000000013
2021-05-07,12183,2021-05-07 23:00:00+02:00,659.625,2021-05-07 22:45:00,76.84,52.61,71.06,92.91,12,2021-05-07,2021,-1,40.3,-40.3,5731.270000000013
2021-05-07,12184,2021-05-07 23:15:00+02:00,425.04,2021-05-07 23:00:00,74.04,83.68,64.01,114.8,13,2021-05-07,2021,-1,31.11999999999999,-31.11999999999999,5700.150000000013
2021-05-07,12185,2021-05-07 23:30:00+02:00,434.64,2021-05-07 23:15:00,74.04,74.01,64.01,104.68,14,2021-05-07,2021,-1,30.67,-30.67,5669.480000000013
2021-05-07,12186,2021-05-07 23:45:00+02:00,43.875,2021-05-07 23:30:00,74.04,66.71,64.01,124.67,15,2021-05-07,2021,-1,57.96000000000001,-57.96000000000001,5611.520000000013
2021-05-07,12187,2021-05-07 00:00:00+02:00,13.437,2021-05-07 23:45:00,74.04,49.59,64.01,65.04,16,2021-05-07,2021,-1,15.450000000000003,-15.450000000000003,5596.070000000013
2021-05-08,12268,2021-05-08 20:15:00+02:00,1326.03,2021-05-08 20:00:00,66.27,92.45,72.64,320.56,1,2021-05-08,2021,0,228.11,0.0,5596.070000000013
2021-05-08,12269,2021-05-08 20:30:00+02:00,771.323,2021-05-08 20:15:00,66.27,97.5,72.64,250.28,2,2021-05-08,2021,0,152.78,0.0,5596.070000000013
2021-05-08,12270,2021-05-08 20:45:00+02:00,615.857,2021-05-08 20:30:00,66.27,116.28,72.64,292.96,3,2021-05-08,2021,-1,176.67999999999998,-176.67999999999998,5419.390000000013
2021-05-08,12271,2021-05-08 21:00:00+02:00,593.933,2021-05-08 20:45:00,66.27,108.52,72.64,374.85,4,2021-05-08,2021,-1,266.33000000000004,-266.33000000000004,5153.060000000013
2021-05-08,12272,2021-05-08 21:15:00+02:00,893.666,2021-05-08 21:00:00,60.74,115.08,89.06,253.86,5,2021-05-08,2021,0,138.78000000000003,0.0,5153.060000000013
2021-05-08,12273,2021-05-08 21:30:00+02:00,134.183,2021-05-08 21:15:00,60.74,89.21,89.06,224.67,6,2021-05-08,2021,0,135.45999999999998,0.0,5153.060000000013
2021-05-08,12274,2021-05-08 21:45:00+02:00,577.732,2021-05-08 21:30:00,60.74,92.85,89.06,181.01,7,2021-05-08,2021,0,88.16,0.0,5153.060000000013
2021-05-08,12275,2021-05-08 22:00:00+02:00,399.334,2021-05-08 21:45:00,60.74,67.87,89.06,138.05,8,2021-05-08,2021,0,70.18,0.0,5153.060000000013
2021-05-08,12276,2021-05-08 22:15:00+02:00,275.254,2021-05-08 22:00:00,56.53,79.15,59.47,169.26,9,2021-05-08,2021,0,90.10999999999999,0.0,5153.060000000013
2021-05-08,12277,2021-05-08 22:30:00+02:00,261.443,2021-05-08 22:15:00,56.53,54.7,59.47,55.57,10,2021-05-08,2021,0,0.8699999999999974,0.0,5153.060000000013
2021-05-08,12278,2021-05-08 22:45:00+02:00,61.801,2021-05-08 22:30:00,56.53,60.03,59.47,51.56,11,2021-05-08,2021,-1,-8.469999999999999,8.469999999999999,5161.530000000013
2021-05-08,12279,2021-05-08 23:00:00+02:00,-226.192,2021-05-08 22:45:00,56.53,35.49,59.47,1.99,12,2021-05-08,2021,-1,-33.5,33.5,5195.030000000013
2021-05-08,12280,2021-05-08 23:15:00+02:00,65.589,2021-05-08 23:00:00,46.83,77.94,48.13,79.69,13,2021-05-08,2021,-1,1.75,-1.75,5193.280000000013
2021-05-08,12281,2021-05-08 23:30:00+02:00,410.796,2021-05-08 23:15:00,46.83,54.5,48.13,76.09,14,2021-05-08,2021,-1,21.590000000000003,-21.590000000000003,5171.690000000013
2021-05-08,12282,2021-05-08 23:45:00+02:00,155.837,2021-05-08 23:30:00,46.83,42.91,48.13,52.41,15,2021-05-08,2021,-1,9.5,-9.5,5162.190000000013
2021-05-08,12283,2021-05-08 00:00:00+02:00,295.479,2021-05-08 23:45:00,46.83,18.36,48.13,34.26,16,2021-05-08,2021,-1,15.899999999999999,-15.899999999999999,5146.290000000014
2021-05-09,12364,2021-05-09 20:15:00+02:00,664.547,2021-05-09 20:00:00,60.75,67.86,49.61,103.46,1,2021-05-09,2021,0,35.599999999999994,0.0,5146.290000000014
2021-05-09,12365,2021-05-09 20:30:00+02:00,595.698,2021-05-09 20:15:00,60.75,63.58,49.61,100.18,2,2021-05-09,2021,0,36.60000000000001,0.0,5146.290000000014
2021-05-09,12366,2021-05-09 20:45:00+02:00,740.026,2021-05-09 20:30:00,60.75,56.37,49.61,112.87,3,2021-05-09,2021,-1,56.50000000000001,-56.50000000000001,5089.790000000014
2021-05-09,12367,2021-05-09 21:00:00+02:00,295.935,2021-05-09 20:45:00,60.75,55.5,49.61,116.68,4,2021-05-09,2021,-1,61.18000000000001,-61.18000000000001,5028.610000000013
2021-05-09,12368,2021-05-09 21:15:00+02:00,265.581,2021-05-09 21:00:00,51.99,64.96,47.78,89.09,5,2021-05-09,2021,0,24.13000000000001,0.0,5028.610000000013
2021-05-09,12369,2021-05-09 21:30:00+02:00,48.759,2021-05-09 21:15:00,51.99,53.68,47.78,118.54,6,2021-05-09,2021,0,64.86000000000001,0.0,5028.610000000013
2021-05-09,12370,2021-05-09 21:45:00+02:00,229.086,2021-05-09 21:30:00,51.99,44.82,47.78,62.15,7,2021-05-09,2021,0,17.33,0.0,5028.610000000013
2021-05-09,12371,2021-05-09 22:00:00+02:00,559.813,2021-05-09 21:45:00,51.99,42.78,47.78,77.86,8,2021-05-09,2021,0,35.08,0.0,5028.610000000013
2021-05-09,12372,2021-05-09 22:15:00+02:00,680.402,2021-05-09 22:00:00,53.74,71.05,50.0,156.13,9,2021-05-09,2021,0,85.08,0.0,5028.610000000013
2021-05-09,12373,2021-05-09 22:30:00+02:00,281.442,2021-05-09 22:15:00,53.74,64.36,50.0,105.73,10,2021-05-09,2021,0,41.370000000000005,0.0,5028.610000000013
2021-05-09,12374,2021-05-09 22:45:00+02:00,16.593,2021-05-09 22:30:00,53.74,54.88,50.0,124.16,11,2021-05-09,2021,-1,69.28,-69.28,4959.330000000014
2021-05-09,12375,2021-05-09 23:00:00+02:00,-167.448,2021-05-09 22:45:00,53.74,33.91,50.0,-7.36,12,2021-05-09,2021,-1,-41.269999999999996,41.269999999999996,5000.600000000014
2021-05-09,12376,2021-05-09 23:15:00+02:00,-1268.338,2021-05-09 23:00:00,48.69,57.46,41.44,12.74,13,2021-05-09,2021,-1,-44.72,44.72,5045.320000000014
2021-05-09,12377,2021-05-09 23:30:00+02:00,-1149.379,2021-05-09 23:15:00,48.69,37.97,41.44,-13.34,14,2021-05-09,2021,-1,-51.31,51.31,5096.630000000015
2021-05-09,12378,2021-05-09 23:45:00+02:00,-553.525,2021-05-09 23:30:00,48.69,29.36,41.44,-4.5,15,2021-05-09,2021,-1,-33.86,33.86,5130.490000000014
2021-05-09,12379,2021-05-09 00:00:00+02:00,26.812,2021-05-09 23:45:00,48.69,21.55,41.44,1.47,16,2021-05-09,2021,-1,-20.080000000000002,20.080000000000002,5150.570000000014
2021-05-10,12461,2021-05-10 20:30:00+02:00,-196.864,2021-05-10 20:15:00,90.12,83.64,85.63,50.12,1,2021-05-10,2021,0,-33.52,-0.0,5150.570000000014
2021-05-10,12462,2021-05-10 20:45:00+02:00,65.689,2021-05-10 20:30:00,90.12,80.68,85.63,69.45,2,2021-05-10,2021,0,-11.230000000000004,-0.0,5150.570000000014
2021-05-10,12463,2021-05-10 21:00:00+02:00,179.755,2021-05-10 20:45:00,90.12,67.51,85.63,95.22,3,2021-05-10,2021,-1,27.709999999999994,-27.709999999999994,5122.860000000014
2021-05-10,12464,2021-05-10 21:15:00+02:00,95.381,2021-05-10 21:00:00,84.0,102.36,81.82,159.08,4,2021-05-10,2021,-1,56.72000000000001,-56.72000000000001,5066.140000000014
2021-05-10,12465,2021-05-10 21:30:00+02:00,-576.091,2021-05-10 21:15:00,84.0,85.43,81.82,27.4,5,2021-05-10,2021,0,-58.03000000000001,-0.0,5066.140000000014
2021-05-10,12466,2021-05-10 21:45:00+02:00,-542.98,2021-05-10 21:30:00,84.0,80.81,81.82,18.52,6,2021-05-10,2021,0,-62.290000000000006,-0.0,5066.140000000014
2021-05-10,12467,2021-05-10 22:00:00+02:00,-553.009,2021-05-10 21:45:00,84.0,55.73,81.82,10.38,7,2021-05-10,2021,0,-45.349999999999994,-0.0,5066.140000000014
2021-05-10,12468,2021-05-10 22:15:00+02:00,35.715,2021-05-10 22:00:00,79.91,98.7,77.87,177.21,8,2021-05-10,2021,0,78.51,0.0,5066.140000000014
2021-05-10,12469,2021-05-10 22:30:00+02:00,-12.93,2021-05-10 22:15:00,79.91,74.81,77.87,-27.33,9,2021-05-10,2021,0,-102.14,-0.0,5066.140000000014
2021-05-10,12470,2021-05-10 22:45:00+02:00,144.384,2021-05-10 22:30:00,79.91,75.26,77.87,71.49,10,2021-05-10,2021,0,-3.7700000000000102,-0.0,5066.140000000014
2021-05-10,12471,2021-05-10 23:00:00+02:00,256.976,2021-05-10 22:45:00,79.91,58.8,77.87,69.57,11,2021-05-10,2021,-1,10.769999999999996,-10.769999999999996,5055.3700000000135
2021-05-10,12472,2021-05-10 23:15:00+02:00,-176.399,2021-05-10 23:00:00,68.0,78.37,67.54,57.4,12,2021-05-10,2021,-1,-20.970000000000006,20.970000000000006,5076.340000000014
2021-05-10,12473,2021-05-10 23:30:00+02:00,-334.581,2021-05-10 23:15:00,68.0,68.87,67.54,31.45,13,2021-05-10,2021,-1,-37.42,37.42,5113.760000000014
2021-05-10,12474,2021-05-10 23:45:00+02:00,-176.535,2021-05-10 23:30:00,68.0,66.89,67.54,27.4,14,2021-05-10,2021,-1,-39.49,39.49,5153.250000000014
2021-05-10,12475,2021-05-10 00:00:00+02:00,239.011,2021-05-10 23:45:00,68.0,52.3,67.54,61.37,15,2021-05-10,2021,-1,9.07,-9.07,5144.180000000014
2021-05-11,12557,2021-05-11 20:30:00+02:00,-238.92,2021-05-11 20:15:00,80.0,72.56,77.24,16.69,1,2021-05-11,2021,0,-55.870000000000005,-0.0,5144.180000000014
2021-05-11,12558,2021-05-11 20:45:00+02:00,-404.008,2021-05-11 20:30:00,80.0,74.2,77.24,23.07,2,2021-05-11,2021,0,-51.13,-0.0,5144.180000000014
2021-05-11,12559,2021-05-11 21:00:00+02:00,-318.489,2021-05-11 20:45:00,80.0,67.35,77.24,28.11,3,2021-05-11,2021,-1,-39.239999999999995,39.239999999999995,5183.420000000014
2021-05-11,12560,2021-05-11 21:15:00+02:00,134.032,2021-05-11 21:00:00,79.62,97.65,77.29,159.57,4,2021-05-11,2021,-1,61.91999999999999,-61.91999999999999,5121.500000000014
2021-05-11,12561,2021-05-11 21:30:00+02:00,344.111,2021-05-11 21:15:00,79.62,77.19,77.29,102.01,5,2021-05-11,2021,0,24.820000000000007,0.0,5121.500000000014
2021-05-11,12562,2021-05-11 21:45:00+02:00,624.441,2021-05-11 21:30:00,79.62,75.6,77.29,91.15,6,2021-05-11,2021,0,15.550000000000011,0.0,5121.500000000014
2021-05-11,12563,2021-05-11 22:00:00+02:00,475.197,2021-05-11 21:45:00,79.62,54.78,77.29,65.78,7,2021-05-11,2021,0,11.0,0.0,5121.500000000014
2021-05-11,12564,2021-05-11 22:15:00+02:00,346.296,2021-05-11 22:00:00,75.34,95.37,73.35,120.99,8,2021-05-11,2021,0,25.61999999999999,0.0,5121.500000000014
2021-05-11,12565,2021-05-11 22:30:00+02:00,324.312,2021-05-11 22:15:00,75.34,71.75,73.35,120.62,9,2021-05-11,2021,0,48.870000000000005,0.0,5121.500000000014
2021-05-11,12566,2021-05-11 22:45:00+02:00,-72.033,2021-05-11 22:30:00,75.34,72.51,73.35,32.49,10,2021-05-11,2021,0,-40.02,-0.0,5121.500000000014
2021-05-11,12567,2021-05-11 23:00:00+02:00,-95.476,2021-05-11 22:45:00,75.34,60.72,73.35,15.72,11,2021-05-11,2021,-1,-45.0,45.0,5166.500000000014
2021-05-11,12568,2021-05-11 23:15:00+02:00,-465.383,2021-05-11 23:00:00,68.62,78.12,65.68,33.34,12,2021-05-11,2021,-1,-44.78,44.78,5211.280000000013
2021-05-11,12569,2021-05-11 23:30:00+02:00,-233.903,2021-05-11 23:15:00,68.62,67.94,65.68,28.34,13,2021-05-11,2021,-1,-39.599999999999994,39.599999999999994,5250.880000000014
2021-05-11,12570,2021-05-11 23:45:00+02:00,-335.683,2021-05-11 23:30:00,68.62,60.22,65.68,20.7,14,2021-05-11,2021,-1,-39.519999999999996,39.519999999999996,5290.400000000014
2021-05-11,12571,2021-05-11 00:00:00+02:00,-748.428,2021-05-11 23:45:00,68.62,48.02,65.68,12.43,15,2021-05-11,2021,-1,-35.59,35.59,5325.990000000014
2021-05-12,12653,2021-05-12 20:30:00+02:00,47.891,2021-05-12 20:15:00,80.97,71.33,74.65,67.35,1,2021-05-12,2021,0,-3.980000000000004,-0.0,5325.990000000014
2021-05-12,12654,2021-05-12 20:45:00+02:00,-39.341,2021-05-12 20:30:00,80.97,69.07,74.65,-20.78,2,2021-05-12,2021,0,-89.85,-0.0,5325.990000000014
2021-05-12,12655,2021-05-12 21:00:00+02:00,-69.363,2021-05-12 20:45:00,80.97,63.42,74.65,13.15,3,2021-05-12,2021,-1,-50.27,50.27,5376.260000000015
2021-05-12,12656,2021-05-12 21:15:00+02:00,319.415,2021-05-12 21:00:00,78.08,81.55,72.8,125.27,4,2021-05-12,2021,-1,43.72,-43.72,5332.5400000000145
2021-05-12,12657,2021-05-12 21:30:00+02:00,295.517,2021-05-12 21:15:00,78.08,75.6,72.8,100.76,5,2021-05-12,2021,0,25.16000000000001,0.0,5332.5400000000145
2021-05-12,12658,2021-05-12 21:45:00+02:00,369.604,2021-05-12 21:30:00,78.08,70.16,72.8,80.69,6,2021-05-12,2021,0,10.530000000000001,0.0,5332.5400000000145
2021-05-12,12659,2021-05-12 22:00:00+02:00,439.149,2021-05-12 21:45:00,78.08,55.65,72.8,67.3,7,2021-05-12,2021,0,11.649999999999999,0.0,5332.5400000000145
2021-05-12,12660,2021-05-12 22:15:00+02:00,401.288,2021-05-12 22:00:00,74.51,85.09,70.59,122.13,8,2021-05-12,2021,0,37.03999999999999,0.0,5332.5400000000145
2021-05-12,12661,2021-05-12 22:30:00+02:00,683.982,2021-05-12 22:15:00,74.51,68.63,70.59,136.3,9,2021-05-12,2021,0,67.67000000000002,0.0,5332.5400000000145
2021-05-12,12662,2021-05-12 22:45:00+02:00,603.737,2021-05-12 22:30:00,74.51,74.66,70.59,98.25,10,2021-05-12,2021,0,23.590000000000003,0.0,5332.5400000000145
2021-05-12,12663,2021-05-12 23:00:00+02:00,806.987,2021-05-12 22:45:00,74.51,63.61,70.59,95.92,11,2021-05-12,2021,-1,32.31,-32.31,5300.230000000014
2021-05-12,12664,2021-05-12 23:15:00+02:00,819.629,2021-05-12 23:00:00,66.01,77.99,64.43,169.99,12,2021-05-12,2021,-1,92.00000000000001,-92.00000000000001,5208.230000000014
2021-05-12,12665,2021-05-12 23:30:00+02:00,762.01,2021-05-12 23:15:00,66.01,74.26,64.43,145.62,13,2021-05-12,2021,-1,71.36,-71.36,5136.870000000014
2021-05-12,12666,2021-05-12 23:45:00+02:00,850.457,2021-05-12 23:30:00,66.01,73.46,64.43,112.43,14,2021-05-12,2021,-1,38.97000000000001,-38.97000000000001,5097.900000000014
2021-05-12,12667,2021-05-12 00:00:00+02:00,1184.784,2021-05-12 23:45:00,66.01,62.28,64.43,94.42,15,2021-05-12,2021,-1,32.14,-32.14,5065.760000000014
2021-05-13,12749,2021-05-13 20:30:00+02:00,-363.566,2021-05-13 20:15:00,77.76,79.5,81.31,42.31,1,2021-05-13,2021,0,-37.19,-0.0,5065.760000000014
2021-05-13,12750,2021-05-13 20:45:00+02:00,-166.174,2021-05-13 20:30:00,77.76,79.77,81.31,50.84,2,2021-05-13,2021,0,-28.929999999999993,-0.0,5065.760000000014
2021-05-13,12751,2021-05-13 21:00:00+02:00,-117.542,2021-05-13 20:45:00,77.76,79.31,81.31,46.95,3,2021-05-13,2021,-1,-32.36,32.36,5098.1200000000135
2021-05-13,12752,2021-05-13 21:15:00+02:00,185.546,2021-05-13 21:00:00,79.96,81.11,81.39,84.4,4,2021-05-13,2021,-1,3.2900000000000063,-3.2900000000000063,5094.830000000014
2021-05-13,12753,2021-05-13 21:30:00+02:00,347.452,2021-05-13 21:15:00,79.96,84.13,81.39,134.0,5,2021-05-13,2021,0,49.870000000000005,0.0,5094.830000000014
2021-05-13,12754,2021-05-13 21:45:00+02:00,210.663,2021-05-13 21:30:00,79.96,82.37,81.39,134.15,6,2021-05-13,2021,0,51.78,0.0,5094.830000000014
2021-05-13,12755,2021-05-13 22:00:00+02:00,178.494,2021-05-13 21:45:00,79.96,78.59,81.39,93.99,7,2021-05-13,2021,0,15.399999999999991,0.0,5094.830000000014
2021-05-13,12756,2021-05-13 22:15:00+02:00,141.255,2021-05-13 22:00:00,78.35,89.44,81.79,102.9,8,2021-05-13,2021,0,13.460000000000008,0.0,5094.830000000014
2021-05-13,12757,2021-05-13 22:30:00+02:00,240.776,2021-05-13 22:15:00,78.35,82.41,81.79,94.98,9,2021-05-13,2021,0,12.570000000000007,0.0,5094.830000000014
2021-05-13,12758,2021-05-13 22:45:00+02:00,211.156,2021-05-13 22:30:00,78.35,89.46,81.79,110.57,10,2021-05-13,2021,0,21.11,0.0,5094.830000000014
2021-05-13,12759,2021-05-13 23:00:00+02:00,318.503,2021-05-13 22:45:00,78.35,74.0,81.79,97.37,11,2021-05-13,2021,-1,23.370000000000005,-23.370000000000005,5071.460000000014
2021-05-13,12760,2021-05-13 23:15:00+02:00,171.478,2021-05-13 23:00:00,72.63,86.18,76.51,143.49,12,2021-05-13,2021,-1,57.31,-57.31,5014.150000000013
2021-05-13,12761,2021-05-13 23:30:00+02:00,-105.405,2021-05-13 23:15:00,72.63,78.78,76.51,44.59,13,2021-05-13,2021,-1,-34.19,34.19,5048.340000000013
2021-05-13,12762,2021-05-13 23:45:00+02:00,-104.398,2021-05-13 23:30:00,72.63,73.03,76.51,-5.82,14,2021-05-13,2021,-1,-78.85,78.85,5127.190000000013
2021-05-13,12763,2021-05-13 00:00:00+02:00,-28.825,2021-05-13 23:45:00,72.63,68.95,76.51,26.4,15,2021-05-13,2021,-1,-42.550000000000004,42.550000000000004,5169.740000000013
2021-05-14,12845,2021-05-14 20:30:00+02:00,-202.234,2021-05-14 20:15:00,84.9,84.5,79.9,26.73,1,2021-05-14,2021,0,-57.769999999999996,-0.0,5169.740000000013
2021-05-14,12846,2021-05-14 20:45:00+02:00,-247.613,2021-05-14 20:30:00,84.9,87.36,79.9,23.44,2,2021-05-14,2021,0,-63.92,-0.0,5169.740000000013
2021-05-14,12847,2021-05-14 21:00:00+02:00,-600.875,2021-05-14 20:45:00,84.9,76.73,79.9,28.77,3,2021-05-14,2021,-1,-47.96000000000001,47.96000000000001,5217.7000000000135
2021-05-14,12848,2021-05-14 21:15:00+02:00,-433.975,2021-05-14 21:00:00,87.02,83.28,79.73,46.74,4,2021-05-14,2021,-1,-36.54,36.54,5254.240000000013
2021-05-14,12849,2021-05-14 21:30:00+02:00,-141.822,2021-05-14 21:15:00,87.02,72.16,79.73,44.61,5,2021-05-14,2021,0,-27.549999999999997,-0.0,5254.240000000013
2021-05-14,12850,2021-05-14 21:45:00+02:00,-61.596,2021-05-14 21:30:00,87.02,74.13,79.73,0.02,6,2021-05-14,2021,0,-74.11,-0.0,5254.240000000013
2021-05-14,12851,2021-05-14 22:00:00+02:00,80.794,2021-05-14 21:45:00,87.02,69.05,79.73,88.31,7,2021-05-14,2021,0,19.260000000000005,0.0,5254.240000000013
2021-05-14,12852,2021-05-14 22:15:00+02:00,244.234,2021-05-14 22:00:00,85.0,91.0,78.61,147.04,8,2021-05-14,2021,0,56.03999999999999,0.0,5254.240000000013
2021-05-14,12853,2021-05-14 22:30:00+02:00,133.784,2021-05-14 22:15:00,85.0,76.97,78.61,155.28,9,2021-05-14,2021,0,78.31,0.0,5254.240000000013
2021-05-14,12854,2021-05-14 22:45:00+02:00,228.028,2021-05-14 22:30:00,85.0,83.05,78.61,146.53,10,2021-05-14,2021,0,63.480000000000004,0.0,5254.240000000013
2021-05-14,12855,2021-05-14 23:00:00+02:00,498.536,2021-05-14 22:45:00,85.0,69.37,78.61,140.18,11,2021-05-14,2021,-1,70.81,-70.81,5183.430000000013
2021-05-14,12856,2021-05-14 23:15:00+02:00,375.486,2021-05-14 23:00:00,78.69,85.32,75.39,136.24,12,2021-05-14,2021,-1,50.920000000000016,-50.920000000000016,5132.510000000013
2021-05-14,12857,2021-05-14 23:30:00+02:00,121.341,2021-05-14 23:15:00,78.69,80.91,75.39,109.6,13,2021-05-14,2021,-1,28.689999999999998,-28.689999999999998,5103.820000000013
2021-05-14,12858,2021-05-14 23:45:00+02:00,-79.538,2021-05-14 23:30:00,78.69,79.81,75.39,12.48,14,2021-05-14,2021,-1,-67.33,67.33,5171.150000000013
2021-05-14,12859,2021-05-14 00:00:00+02:00,-29.103,2021-05-14 23:45:00,78.69,66.05,75.39,70.64,15,2021-05-14,2021,-1,4.590000000000003,-4.590000000000003,5166.560000000013
